date;weekday;category;name;employees;students;type
2018-01-11;Thu;Angebote;Pizza Hawaii mit Kochschinken und Ananas;;;0
2018-01-11;Thu;Angebote;Quattro formaggi mit Cheddar, Gouda, Hirtenkäse, Mozzarella;;;1
2018-01-11;Thu;Pasta;Soße mit Cremechampignons und getrockneten Tomaten;;;1
2018-01-11;Thu;Pasta;Mailänder Nudelsoße;;;0
2018-01-11;Thu;Auflauf;Gratinierte Paste mit Rahmaubergine;3,07;1,97;1
2018-01-11;Thu;Auflauf;Gratinierte Gemüse-Gnocchi;3,07;1,97;1
2018-01-11;Thu;Terrine;Kartoffelsuppe mit Lauch;2,77;1,67;2
2018-01-12;Fri;Angebote;Fleischkäse mit süßem Senf, Bratkartoffeln und Weißkraut-Rettichsalat;4,1;2,35;0
2018-01-12;Fri;Angebote;Tomatisierte Hähnchenbrust mit Kurkumareis und Rotkohlsalat;4,1;2,35;0
2018-01-12;Fri;Angebote;Nudelpfanne mit Zucchini, Sellerie, Paprika, Radicchio und geriebenem Gouda;3,95;2,2;1
2018-01-12;Fri;Wok & Grill;Rückensteak vom Schwein mit Kräuterbutter und buntem Gemüse, dazu eine Ofenkartoffel mit Sauerrahm-Dip;4,75;3,0;0
2018-01-12;Fri;Pasta;Chili sin carne;;;0
2018-01-12;Fri;Pasta;Sahnesoße mit Wurzelgemüse und Lachs;;;0
2018-01-12;Fri;Auflauf;Rakottkrumpli - Ungarischer Kartoffelauflauf;3,07;1,97;0
2018-01-12;Fri;Auflauf;Gratinierte Pasta mit Rahmaubergine;3,07;1,97;1
2018-01-12;Fri;Terrine;Pikanter Pilzeintopf mit Kartoffeln und Gewürzgurke;2,77;1,67;2
2018-01-12;Fri;Terrine;Kartoffelsuppe;2,77;1,67;2
2018-01-15;Mon;Angebote;Ei im Hackfleischmantel mit Rahmwirsing und Petersilienkartoffeln;4,0;2,25;0
2018-01-15;Mon;Angebote;Hausgemachte frische Pasta, heute Amori in Pastasoße all'amatriciana mit Tomaten und Bauchspeck, dazu italienischer Hartkäse Grana Padano;4,05;2,3;0
2018-01-15;Mon;Angebote;Pizza Fruity & Spicy mit Lauch, Kirschtomaten, Ananas und Chili;;;1
2018-01-15;Mon;Angebote;Pizza Vulcano mit Salami, Paprika und Jalapenos;;;0
2018-01-15;Mon;Wok & Grill;Schweinefleisch fruchtig-scharf mit Melonenbällchen, Ananas und Sprossen,  dazu Mie Nudeln;4,67;2,92;0
2018-01-15;Mon;Pasta;Käserahmsoße mit Blattspinat;;;1
2018-01-15;Mon;Pasta;Tomatensoße mit Jagdwurst;;;0
2018-01-15;Mon;Auflauf;Grießauflauf mit Waldbeeren;3,07;1,97;1
2018-01-15;Mon;Auflauf;Gyros-Reispfanne mit Pilzsoße gratiniert;3,07;1,97;0
2018-01-15;Mon;Terrine;Gemüseeintopf mit Rindfleisch;2,77;1,67;0
2018-01-15;Mon;Terrine;Rote Bete Eintopf;2,77;1,67;1
2018-01-16;Tue;Angebote;Zwei gekochte Eier in Senfsoße, dazu Möhrengemüse und Schnittlauchkartoffeln;3,85;2,1;1
2018-01-16;Tue;Angebote;Gebratenes Seehechtfilet auf Schwarzwurzel-Möhren-Ragout mit grünen Bandnudeln;4,85;3,1;0
2018-01-16;Tue;Angebote;Drei Kartoffeltaschen mit Tomaten-Mozzarellafüllung an Antipasti und Sauerrahm-Dip;4,85;3,1;1
2018-01-16;Tue;Angebote;Pizza Fruity & Spicy mit Lauch, Kirschtomaten, Ananas und Chili;;;1
2018-01-16;Tue;Wok & Grill;Scharfes Rindfleisch mit Chinakohl, Zucchini und Paprika, dazu Basmati Reis;5,0;3,25;0
2018-01-16;Tue;Hausgemachte frische Pasta, heute;Fusilli mit Bauchspeck und Spinat, dazu italienischer Hartkäse Grana Padano;4,05;2,3;0
2018-01-16;Tue;Pasta;Basilikumsoße;;;1
2018-01-16;Tue;Pasta;Ungarisches Putengeschnetzeltes;;;0
2018-01-16;Tue;Auflauf;Grießauflauf mit Waldbeeren;3,07;1,97;1
2018-01-16;Tue;Auflauf;Gyros-Reispfanne mit Pilzsoße gratiniert;3,07;1,97;0
2018-01-16;Tue;Terrine;Asiatische Suppe mit Gemüse und Schweinefleisch;2,77;1,67;0
2018-01-16;Tue;Terrine;Rote Bete Eintopf;2,77;1,67;1
2018-01-17;Wed;Angebote;Bratwurst mit Sauerkraut und Salzkartoffeln;4,0;2,25;0
2018-01-17;Wed;Angebote;Sauerbraten mit Apfelrotkohl und Kartoffelklöße oder Semmelknödel;4,4;2,65;0
2018-01-17;Wed;Angebote;Pizza mit Spinat, Mais und Hirtenkäse;;;1
2018-01-17;Wed;Angebote;Pizza mit Kochschinken;;;0
2018-01-17;Wed;Wok & Grill;Pikante Sesamnudeln mit asiatischem Pfannengemüse;4,05;2,3;2
2018-01-17;Wed;Hausgemachte frische Pasta, heute;Linguine mit 9-Kräuterpesto und Schafskäse;4,05;2,3;1
2018-01-17;Wed;Pasta;Frischkäse-Walnusssoße;;;1
2018-01-17;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-01-17;Wed;Auflauf;Grießauflauf mit Waldbeeren;3,07;1,97;1
2018-01-17;Wed;Auflauf;Gyros-Reispfanne mit Pilzsoße gratiniert;3,07;1,97;0
2018-01-17;Wed;Terrine;Gemüseeintopf mit Rindfleisch;2,77;1,67;0
2018-01-17;Wed;Terrine;Rote Bete Eintopf;2,77;1,67;1
2018-01-18;Thu;Angebote;Sächsische Kartoffelsuppe mit Wiener und Brot;3,85;2,1;0
2018-01-18;Thu;Angebote;Schweineschnitzel mit Pommes frites und Salat;4,05;2,3;0
2018-01-18;Thu;Angebote;Zwei hausgemachte Möhrenpfannkuchen mit Hirtenkäse-Raukecreme und Salat;3,9;2,15;1
2018-01-18;Thu;Angebote;Hausgemachte frische Pasta, heute Maccheroni mit Kressepesto und Mozzarella;4,05;2,3;1
2018-01-18;Thu;Angebote;Pizza mit Spinat, Mais und Hirtenkäse;;;1
2018-01-18;Thu;Angebote;Pizza mit Kochschinken;;;0
2018-01-18;Thu;Wok & Grill;Mediterranes Gemüse vom Grill mit einem Kräuterquark-Dip, dazu Fladenbrot;4,55;2,8;0
2018-01-18;Thu;Pasta;Pastasoße Vesuvianna mit Tomaten, Oliven und Kapern;;;1
2018-01-18;Thu;Pasta;Lammcurry;;;0
2018-01-18;Thu;Auflauf;Grießauflauf mit Waldbeeren;3,07;1,97;1
2018-01-18;Thu;Auflauf;Gyros-Reispfanne mit Pilzsoße gratiniert;3,07;1,97;0
2018-01-18;Thu;Terrine;Rote Bete Eintopf;2,77;1,67;1
2018-01-19;Fri;Angebote;Vanille-Milchreis mit Zimt und Zucker, dazu Erdbeerkompott;3,55;1,8;1
2018-01-19;Fri;Angebote;Sahne-Zwiebelhähnchen mit Broccoli, dazu Spätzle;4,55;2,8;0
2018-01-19;Fri;Angebote;Gabelspaghetti mit feurigem Tomaten-Mango-Linsenragout;3,55;1,8;2
2018-01-19;Fri;Angebote;Gefülltes Pizzabrötchen;0,58;0,38;1
2018-01-19;Fri;Angebote;Pizzabrot mit Kräuterbutter und Käse;2,4;1,33;1
2018-01-19;Fri;Wok & Grill;Entenbrust Soja-Pflaume, dazu Mie Nudeln;5,15;3,4;0
2018-01-19;Fri;Pasta;Sahnesoße mit Wurzelgemüse;;;1
2018-01-19;Fri;Pasta;Tomatenratatouille;;;1
2018-01-19;Fri;Auflauf;Grießauflauf mit Waldbeeren;3,07;1,97;1
2018-01-19;Fri;Auflauf;Gyros-Reispfanne mit Pilzsoße gratiniert;3,07;1,97;0
2018-01-22;Mon;Angebote;Schweineschnitzel mit Bratensoße und buntem Gemüse, dazu Salzkartoffeln;4,05;2,3;0
2018-01-22;Mon;Angebote;Hausgemachte frische Pasta, heute Amori Aglio e Olio, dazu italienischer Hartkäse Grana Padano;4,05;2,3;1
2018-01-22;Mon;Angebote;Pizza mit verschiedenen Belägen;;;0
2018-01-22;Mon;Angebote;Pizza Fruity & Spicy mit Lauch, Kirschtomaten, Ananas und Chili;;;1
2018-01-22;Mon;Angebote;Pizza Vulcano mit Salami, Paprika und Jalapenos;;;0
2018-01-22;Mon;Wok & Grill;Wokgemüse Chop Suey, dazu Basmati Reis;4,25;2,5;2
2018-01-22;Mon;Pasta;Pastasoße Carbonara;;;0
2018-01-22;Mon;Pasta;Tomatensoße mit Ricotta;;;1
2018-01-22;Mon;Auflauf;Gratinierte Pasta mit Tomatensoße;3,07;1,97;1
2018-01-22;Mon;Auflauf;Kartoffelgratin mit Rinderhack, Bohnen und Paprika;3,07;1,97;0
2018-01-22;Mon;Terrine;Exotischer Geflügeltopf;2,77;1,67;0
2018-01-22;Mon;Terrine;Winterlicher Kartoffeleintopf;2,77;1,67;1
2018-01-23;Tue;Angebote;Hackfleischbällchen in Kapernsoße mit Buttermöhren, dazu Reis oder Petersilienkartoffeln;4,0;2,25;0
2018-01-23;Tue;Angebote;Deftiger Malzbiergulasch mit Prinzessbohnen und Semmelknödel;4,1;2,35;0
2018-01-23;Tue;Angebote;Gemüse-Spätzlepfanne mit Tofu, dazu Rucola-Radieschensalat;4,25;2,5;0
2018-01-23;Tue;Angebote;Hausgemachte frische Pasta, heute Trecce mit Ragù napoletano, dazu italienischer Hartkäse Grana Padano;4,05;2,3;0
2018-01-23;Tue;Angebote;Pizza Fruity & Spicy mit Lauch, Kirschtomaten, Ananas und Chili;;;1
2018-01-23;Tue;Angebote;Pizza Vulcano mit Salami, Paprika und Jalapenos;;;0
2018-01-23;Tue;Wok & Grill;Lammfleisch mit Austernpilzen und Broccoli aus dem Wok, dazu Mie Nudeln;4,95;3,2;0
2018-01-23;Tue;Pasta;Tomatensoße mit Paprika;;;1
2018-01-23;Tue;Pasta;Pute in fruchtiger Currysoße;;;1
2018-01-23;Tue;Auflauf;Gratinierte Pasta mit Tomatensoße;3,07;1,97;1
2018-01-23;Tue;Auflauf;Kartoffelgratin mit Rinderhack, Bohnen und Paprika;3,07;1,97;0
2018-01-23;Tue;Terrine;Exotischer Geflügeltopf;2,77;1,67;0
2018-01-23;Tue;Terrine;Winterlicher Kartoffeleintopf;2,77;1,67;1
2018-01-24;Wed;Angebote;Kasslerkammsteak mit Pfirsich und Käse überbacken, dazu Kartoffelwaffeln und ein bunter Salat;4,45;2,7;0
2018-01-24;Wed;Angebote;Spargel-Gemüsefrikassee mit Erbsenreis;4,0;2,25;2
2018-01-24;Wed;Angebote;Pizza mit Spinat, Mais und Hirtenkäse;;;1
2018-01-24;Wed;Angebote;Pizza mit Kochschinken;;;0
2018-01-24;Wed;Wok & Grill;Gebratenes Buntbarschfilet mit Kartoffel-Gurken-Radieschensalat, dazu Rote Grütze mit Vanillesoße;5,25;3,5;0
2018-01-24;Wed;Hausgemachte frische Pasta, heute;Linguine mit Kräutercarbonara Frankfurter Art, dazu italienischer Hartkäse Grana Padano;4,05;2,3;0
2018-01-24;Wed;Pasta;Rahmsoße mit Erbsen und Paprika;;;1
2018-01-24;Wed;Pasta;Chili con carne;;;0
2018-01-24;Wed;Auflauf;Gratinierte Pasta mit Tomatensoße;3,07;1,97;1
2018-01-24;Wed;Auflauf;Kartoffelgratin mit Rinderhack, Bohnen und Paprika;3,07;1,97;0
2018-01-24;Wed;Terrine;Exotischer Geflügeltopf;2,77;1,67;0
2018-01-24;Wed;Terrine;Winterlicher Kartoffeleintopf;2,77;1,67;2
2018-01-25;Thu;Angebote;Schaschlikpfanne mit Kartoffelpüree und Rotkohlsalat;4,0;2,25;0
2018-01-25;Thu;Angebote;Thai-Geflügelhackbällchen in fruchtiger Currysoße an asiatischem Pfannengemüse, dazu Basmati Reis;4,65;2,9;0
2018-01-25;Thu;Angebote;Pizza mit Spinat, Mais und Hirtenkäse;;;1
2018-01-25;Thu;Angebote;Pizza mit Kochschinken;;;0
2018-01-25;Thu;Wok & Grill;Gebackene Tintenfischringe mit Zitronen-Kräutermayonaise und Tomatenreis, dazu bunter Blattsalat;5,05;3,3;0
2018-01-25;Thu;Hausgemachte frische Pasta, heute;Maccheroni mit Bauchspeck und Thymian, dazu italienischer Hartkäse Grana Padano;4,05;2,3;0
2018-01-25;Thu;Pasta;Käsesoße;;;1
2018-01-25;Thu;Pasta;Gulaschsoße;;;0
2018-01-25;Thu;Auflauf;Gratinierte Pasta mit Tomatensoße;3,07;1,97;1
2018-01-25;Thu;Auflauf;Kartoffelgratin mit Rinderhack, Bohnen und Paprika;3,07;1,97;0
2018-01-25;Thu;Terrine;Exotischer Geflügeltopf;2,77;1,67;0
2018-01-25;Thu;Terrine;Winterlicher Kartoffeleintopf;2,77;1,67;2
2018-01-26;Fri;Angebote;Fünf Kartoffelpuffer mit Zucker und Apfelmus;3,55;1,8;1
2018-01-26;Fri;Angebote;Rinderbraten mit Preiselbeerensahne und Kirschrotkohl, dazu Kartoffelklöße;4,55;2,8;0
2018-01-26;Fri;Angebote;Gebratene Entenkeule mit Kirschrotkohl und Kartoffelklößen;6,25;4,5;0
2018-01-26;Fri;Wok & Grill;Schweinekammsteak mit Kräuterbutter und gebackenen Kartoffelecken, dazu Salat;4,35;2,6;0
2018-01-26;Fri;Pasta;Gemüsebolognese;;;1
2018-01-26;Fri;Pasta;Lauchrahmsoße mit Thunfisch;;;0
2018-01-26;Fri;Auflauf;Gratinierte Pasta mit Tomatensoße;3,07;1,97;1
2018-01-26;Fri;Auflauf;Kartoffelgratin mit Rinderhack, Bohnen und Paprika;3,07;1,97;0
2018-01-26;Fri;Auflauf;Gratinierte Nudeln mit Rindfleisch;3,07;1,97;0
2018-01-26;Fri;Terrine;Winterlicher Kartoffeleintopf;2,77;1,67;2
2018-01-29;Mon;Angebote;Kartoffeleintopf mit Knacker, dazu eine Brotbuchtel;3,85;2,1;0
2018-01-29;Mon;Angebote;Putenschnitzel Cordon bleu mit Rahmgemüse und Schwenkkartoffeln;4,55;2,8;0
2018-01-29;Mon;Angebote;Shogok-Tibetisches Kartoffelcurry mit Basmati Reis, dazu Chinakohlsalat;3,55;1,8;2
2018-01-29;Mon;Angebote;Pizza Colorata mit Mais, Lauch und rotem Paprika;;;1
2018-01-29;Mon;Angebote;Pizza Missouri mit Schweinefleisch, Paprika und Hirtenkäse;;;0
2018-01-29;Mon;Wok & Grill;Rindfleisch mit Spinat und Porree aus dem Wok, dazu gebratene Mie Nudeln;5,0;3,25;0
2018-01-29;Mon;Hausgemachte frische Pasta, heute;Amori mit Rucolapesto, dazu italienischer Hartkäse Grana Padano;4,05;2,3;1
2018-01-29;Mon;Pasta;Pastasoße all'amatriciana mit Tomaten und Bauchspeck;;;0
2018-01-29;Mon;Pasta;Spinatrahmsoße;;;1
2018-01-29;Mon;Auflauf;Kohlrabi-Spinatgratin mit Kartoffeln und Hirtenkäse überbacken;3,07;1,97;1
2018-01-29;Mon;Auflauf;Griechischer Nudelauflauf mit Schweinefleisch und Hirtenkäse überbacken;3,07;1,97;0
2018-01-29;Mon;Terrine;Karotten-Apfel-Kokossuppe;2,77;1,67;1
2018-01-29;Mon;Terrine;Feuertopf mit Schweinefleisch, Paprika, Kidneybohnen und Chili;2,77;1,67;0
2018-01-30;Tue;Angebote;Rinderschmortopf mit Kohlrabi-Möhrengemüse und Petersilienkartoffeln;4,6;2,85;0
2018-01-30;Tue;Angebote;Gedünsteter Seelachs mit Apfel-Meerrettich-Dip, dazu Fingermöhren und Dillkartoffeln;5,05;3,3;0
2018-01-30;Tue;Angebote;Drei Kartoffel-Frischkäsetaschen mit buntem Gemüse;;;1
2018-01-30;Tue;Angebote;Pizza Colorata mit Mais, Lauch und rotem Paprika;;;1
2018-01-30;Tue;Angebote;Pizza Missouri mit Schweinefleisch, Paprika und Hirtenkäse;;;0
2018-01-30;Tue;Wok & Grill;Schweinefleisch mit Backpflaumen und knackigem Gemüse aus dem Wok, dazu Basmati Reis;4,55;2,8;0
2018-01-30;Tue;Hausgemachte frische Pasta, heute;Fussilli mit Nusspesto, dazu italienischer Hartkäse Grana Padano;4,05;2,3;1
2018-01-30;Tue;Pasta;Ungarisches Putengeschnetzeltes;;;0
2018-01-30;Tue;Pasta;Rahmsoße mit Kürbis;;;1
2018-01-30;Tue;Auflauf;Kohlrabi-Spinatgratin mit Kartoffeln und Hirtenkäse;3,07;1,97;1
2018-01-30;Tue;Terrine;Kartoffeltopf;2,77;1,67;2
2018-01-30;Tue;Terrine;Karotten-Apfel-Kokossuppe;2,77;1,67;1
2018-01-31;Wed;Angebote;Sülze mit Remouladensoße, Bratkartoffeln und Salat;4,05;2,3;0
2018-01-31;Wed;Angebote;Rückensteak vom Schwein mit feuriger Käsesoße, dazu eine Country-Kartoffelpfanne;4,45;2,7;0
2018-01-31;Wed;Angebote;Pizza mit Hähnchenfleisch, Blattspinat und Creme fraiche;;;0
2018-01-31;Wed;Wok & Grill;Gebratenes Pangasiusfilet  mit einer Kräuter-Senfsoße auf Wellenbandnudeln, dazu Broccoli;5,15;3,4;0
2018-01-31;Wed;Hausgemachte frische Pasta, heute;Trecce mit Rohschinken, Kirschtomaten und Rucola, dazu Mozzarella;4,05;2,3;0
2018-01-31;Wed;Pasta;Tomatensoße Bolognese;;;0
2018-01-31;Wed;Pasta;Rahmsoße mit Tomaten und Zucchini;;;1
2018-01-31;Wed;Auflauf;Gratinierte Pasta mit Schweinefleisch und Tomate;3,07;1,97;0
2018-01-31;Wed;Auflauf;Kohlrabi-Spinatgratin mit Kartoffeln und Hirtenkäse;3,07;1,97;1
2018-01-31;Wed;Terrine;Karotten-Apfel-Kokossuppe;2,77;1,67;1
2018-01-31;Wed;Terrine;Feuertopf mit Schweinefleisch, Paprika, Kidneybohnen und Chili;2,77;1,67;0
2018-02-01;Thu;Angebote;Geflügelfrikassee mit Buttermöhren und Kräuterreis;4,2;2,45;0
2018-02-01;Thu;Angebote;Grillwürstchen mit Letschosoße und Pommes frites, dazu ein bunter Bohnensalat;3,85;2,1;0
2018-02-01;Thu;Angebote;Sojagyros mit Gurken-Quarkdip und Couscous;4,15;2,4;1
2018-02-01;Thu;Angebote;Pizza Caprese mit Tomaten, Basilikum und Mozzarella;;;1
2018-02-01;Thu;Angebote;Pizza mit Hähnchenfleisch, Blattspinat und Creme fraiche;;;0
2018-02-01;Thu;Wok & Grill;Wokgemüse süßsauer mit Basmati Reis;4,05;2,3;1
2018-02-01;Thu;Hausgemachte frische Pasta, heute;Maccheroni in Käsesoße mit Birne und Walnuss, dazu italienischer Hartkäse Grana Padano;4,05;2,3;0
2018-02-01;Thu;Pasta;Pusztasoße;;;0
2018-02-01;Thu;Pasta;Frischkäse-Kräutersoße;;;1
2018-02-01;Thu;Auflauf;Gratinierte Nudeln mit Pute in Tomatensoße;3,07;1,97;0
2018-02-01;Thu;Auflauf;Kohlrabi-Spinatgratin mit Kartoffeln und Hirtenkäse;3,07;1,97;1
2018-02-01;Thu;Auflauf;Griechischer Nudelauflauf mit Schweinefleisch und Hirtenkäse;3,07;1,97;0
2018-02-01;Thu;Terrine;Karotten-Apfel-Kokossuppe;2,77;1,67;1
2018-02-01;Thu;Terrine;Feuertopf mit Schweinefleisch, Paprika, Kidneybohnen und Chili;2,77;1,67;0
2018-02-02;Fri;Angebote;Milchgrieß mit Zimt und Zucker, dazu Beerenkompott;3,75;2,0;1
2018-02-02;Fri;Angebote;Gepökelter Schweinebraten mit Meerrettichsoße und Sauerkraut, dazu Kartoffelklöße oder Petersilienkartoffeln;4,65;2,9;0
2018-02-02;Fri;Angebote;Szegediner Tofugulasch mit Kräuterkartoffeln, dazu einen Apfel;4,55;2,8;2
2018-02-02;Fri;Wok & Grill;Hausgeräucherter Lachs an frischer Pasta mit Tomatenpesto;5,45;3,7;0
2018-02-02;Fri;Pasta;Champignons in Rahmsoße;;;1
2018-02-02;Fri;Pasta;Tomatensoße mit Hirtenkäse;;;1
2018-02-02;Fri;Terrine;Karotten-Apfel-Kokossuppe;2,77;1,67;1
2018-02-05;Mon;Angebote;Kräuterquark mit Butter, Leberwurst und Kartoffeln, dazu Salat;3,9;2,15;0
2018-02-05;Mon;Angebote;Rindergulasch mit buntem Gemüse und Spätzle oder Petersilienkartoffeln;4,55;2,8;0
2018-02-05;Mon;Angebote;Blumenkohl und Wurzelgemüse in Kräuterrahm, dazu Petersilienkartoffeln;3,75;2,0;1
2018-02-05;Mon;Angebote;Hausgemachte frische Pasta, heute Amori alla Puttanesca, dazu italienischer Hartkäse Grana Padano;4,05;2,3;1
2018-02-05;Mon;Angebote;Pizza Soja-Gyros mit Zwiebeln, Paprika und Tsatsiki;;;1
2018-02-05;Mon;Angebote;Pizza mit Kochschinken und Lauch;;;0
2018-02-05;Mon;Wok & Grill;Knackiges Wok Gemüse mit Mungobohnensprossen und gerösteten Cashewkernen auf Basmati Reis;4,05;2,3;2
2018-02-05;Mon;Pasta;Tomatensoße mit Salami;;;0
2018-02-05;Mon;Pasta;Pastasoße Funghi;;;1
2018-02-05;Mon;Auflauf;Herzhaftes Spätzlegratin mit Schinken;3,07;1,97;0
2018-02-05;Mon;Auflauf;Frühlingsgemüsegratin mit Kartoffeln;3,07;1,97;1
2018-02-05;Mon;Terrine;Reissuppe mit Gemüse;2,77;1,67;1
2018-02-06;Tue;Angebote;Gemüsepfanne mit Rinderhack und Zartweizen, dazu Tomaten-Chili-Dip und Weißkrautsalat;4,05;2,3;0
2018-02-06;Tue;Angebote;Atlantisches Buttfilet in Petersilienpanade mit buntem Gemüse und Kartoffelpüree;4,55;2,8;0
2018-02-06;Tue;Angebote;Falafel mit Couscous, Tortilla-Chip, Joghurtdip und Salat;3,85;2,1;1
2018-02-06;Tue;Angebote;Hausgemachte frische Pasta, heute Trecce mit Pfefferpesto und Schafskäse;4,05;2,3;1
