date;weekday;category;name;employees;students;type
2019-02-08;Fri;Ofenfrisch;Pizza Bel Paese mit Tomaten und Hirtenkäse;;;1
2019-02-08;Fri;Ofenfrisch;Pizza mit Schinken und Champignons;;;0
2019-02-08;Fri;Ofenfrisch;Lasagne Bolognese mit Gouda gratiniert;;;0
2019-02-08;Fri;Tagessuppe;Gulaschtopf mit Pilzen;;;0
2019-02-08;Fri;Tagessuppe;Kohlrabi-Möhrensuppe;3,54;1,74;2
2019-02-11;Mon;Angebote;Quark-Frikadelle mit Bratensoße, dazu Schwarzwurzelgemüse und Bratkartoffeln;4,05;2,25;0
2019-02-11;Mon;Angebote;Langos mit Knoblauchcreme und Antipasti;4,32;2,52;2
2019-02-11;Mon;Angebote;Drei Kartoffeltaschen mit Frischkäsefüllung auf Gemüse in Kräuterrahm;4,69;2,89;1
2019-02-11;Mon;Pasta;Tomatensoße mit Hackfleisch und Schinken;;;0
2019-02-11;Mon;Pasta;Pastasoße mit Champignons und getrockneten Tomaten;;;1
2019-02-11;Mon;Pasta;Pasta mit Rucolapesto;;;2
2019-02-11;Mon;Ofenfrisch;Gefülltes Handbrot mit Bacon, Champignons und Käse, dazu Kräuterschmand;;;0
2019-02-11;Mon;Ofenfrisch;Gefülltes Handbrot mit Champignons, Paprika und Käse, dazu Kräuterschmand;;;1
2019-02-11;Mon;Tagessuppe;Erbseneintopf (mit Wiener Würstchen extra als Zukauf);3,54;1,74;0
2019-02-11;Mon;Tagessuppe;Soljanka;3,54;1,74;0
2019-02-12;Tue;Angebote;Paniertes Schollenfilet, dazu Kartoffel-Steckrübenpüree und Gurkensalat;;;0
2019-02-12;Tue;Angebote;Grillteller mit Hähnchenbrust, Grillwürstchen und kleinem Hacksteak auf Letscho, dazu Herzoginkartoffeln;5,79;3,99;0
2019-02-12;Tue;Angebote;Buntes Gemüsecurry mit Gemüseschnitzel oder Karottensesamschnitzel und Salat;4,65;2,85;2
2019-02-12;Tue;Angebote;Griechische Bratkartoffeln mit Gurken-Quark-Dip, dazu Salat;4,05;2,25;2
2019-02-12;Tue;Pasta;all`amatriciana mit Tomaten und Bauchspeck;;;0
2019-02-12;Tue;Pasta;Fruchtige Tomatensoße mit Mozzarella;;;1
2019-02-12;Tue;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2019-02-13;Wed;Angebote;Rinderragout mit gemischten Pilzen, dazu Gemüsespätzle und Salat;4,69;2,89;0
2019-02-13;Wed;Angebote;Spanferkelrollbraten mit Sauerkraut und Klößen, Knödeln oder Petersilienkartoffeln;4,79;2,99;0
2019-02-13;Wed;Angebote;Asianudeln mit gebratener Ananas, Lauch, Sprossen und Ingwer, dazu gegrillte Tofuwürfel (auch ohne Tofu möglich);4,05;2,25;2
2019-02-13;Wed;Angebote;Gebackene Camembertecken mit Preiselbeeren, dazu Kräuterbaguette oder Schwenkkartoffeln und Salat;4,67;2,87;1
2019-02-13;Wed;Pasta;Bolognese;;;0
2019-02-13;Wed;Pasta;Ratatouille;;;2
2019-02-13;Wed;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2019-02-13;Wed;Tagessuppe;Kartoffel-Steckrübensuppe;3,54;1,74;0
2019-02-13;Wed;Tagessuppe;Tomatensuppe mit buntem Gemüse und Bacon;3,54;1,74;0
2019-02-14;Thu;Angebote;Schnitzel in Tortilla-Chipspanade mit Tomatensalsa und Pommes frites;;;0
2019-02-14;Thu;Angebote;Schweineschnitzel mit Pommes frites und Zitronenecke;4,05;2,25;0
2019-02-14;Thu;Angebote;Gebratene Salbeignocchi mit Tomaten-Zucchiniragout und Salat;4,79;2,99;2
2019-02-14;Thu;Angebote;Zwei herzhafte Eierkuchen mit Hummus gefüllt, dazu Sesam-Dip und Salat;;;1
2019-02-14;Thu;Pasta;Wurstgulasch;;;0
2019-02-14;Thu;Pasta;Pastasoße Quattro formaggi;;;1
2019-02-14;Thu;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2019-02-14;Thu;Ofenfrisch;Gefülltes Handbrot mit Champignons, Paprika und Käse, dazu Kräuterschmand;;;1
2019-02-14;Thu;Ofenfrisch;Gefülltes Handbrot mit Bacon, Champignons und Käse, dazu Kräuterschmand;4,57;2,77;0
2019-02-14;Thu;Tagessuppe;Chili con Carne;3,54;1,74;0
2019-02-14;Thu;Tagessuppe;Curry-Gemüsesuppe;3,54;1,74;1
2019-02-15;Fri;Angebote;"""Italian Style Burger"" mit Rindfleisch, Serranaoschinken, Rucola, Tomaten und Hirtenkäse, dazu Pommes frites";5,79;3,99;0
2019-02-15;Fri;Angebote;Hühnerfrikassee mit Erbsen und Reis;4,27;2,47;0
2019-02-15;Fri;Angebote;Sanny Veggi Burger mit Ananascreme und Pommes frites;;;2
2019-02-15;Fri;Angebote;"Kartoffelpuffer ""Gärtnerin"" mit Kräuterquark-Dip oder mit Apfelmus, dazu Salat";4,05;2,25;1
2019-02-15;Fri;Pasta;Hausgemachte Pasta mit Rucolapesto;;;2
2019-02-15;Fri;Pasta;Ragu napoletano;;;0
2019-02-15;Fri;Pasta;Vesuvianna mit Tomaten, Oliven und Kapern;;;2
2019-02-15;Fri;Ofenfrisch;Käsespätzle mit Gemüse und Röstzwiebeln;;;1
2019-02-15;Fri;Tagessuppe;Kürbis-Kokossuppe;3,54;1,74;2
2019-02-15;Fri;Tagessuppe;Rinder-Gulaschtopf mit Pilzen und Kraut;3,54;1,74;0
2019-02-18;Mon;Angebote;"Hähnchenbrustfilet ""Napoli"" mit Tomate, Paprika und Thymian, auf Bärlauchspaghetti";4,99;3,19;0
2019-02-18;Mon;Angebote;Türkisches Hacksteak mit Hirtenkäse-Raukecreme, dazu Kartoffelkroketten und Salat;;;0
2019-02-18;Mon;Angebote;Kichererbsenbällchen mit scharfer Tomatensalsa und Gemüsecouscous;4,05;2,25;2
2019-02-18;Mon;Angebote;Broccoli-Nußecke mit Käsesoße, dazu Kartoffelgratin und Salat;;;1
2019-02-18;Mon;Pasta;Frischkäsesoße mit Hackfleisch und Kirschtomaten;;;0
2019-02-18;Mon;Pasta;Pilz-Auberginensugo;;;2
2019-02-18;Mon;Pasta;Hausgemachte Pasta mit Spinatpesto;;;1
2019-02-18;Mon;Ofenfrisch;Pizza Hawaii mit Kochschinken und Ananas;4,57;2,77;0
2019-02-18;Mon;Ofenfrisch;Pizza Falafel mit Paprika, roten Zwiebeln und Kirschtomaten, dazu einen scharfen Honig-Joghurt-Dip;;;1
2019-02-18;Mon;Tagessuppe;Rinder-Gulaschtopf mit Pilzen und Kraut;3,54;1,74;0
2019-02-18;Mon;Tagessuppe;Erbsencremesuppe;3,54;1,74;1
2019-02-19;Tue;Angebote;Gebackener Kibbeling auf Rahmgurkengemüse, dazu Basmati Reis;4,9;3,1;0
2019-02-19;Tue;Angebote;Jägerschnitzel (panierte Jagdwurst) mit buntem Gemüse und Kartoffelpüree;4,05;2,25;0
2019-02-19;Tue;Angebote;Buntes Ofengemüse mit Aioli-Dip und Sesam-Gnocchi;4,85;3,05;2
2019-02-19;Tue;Angebote;Frischer Blumenkohl mit Wurzelgemüse in Kräuterrahm, dazu Sonnenblumenkerne, Schwenkkartoffeln und Salat;4,85;3,05;1
2019-02-19;Tue;Pasta;Pastasoße Carbonara;;;0
2019-02-19;Tue;Pasta;Pastasoße Napoli;;;2
2019-02-19;Tue;Pasta;Hausgemachte Pasta mit Spinatpesto;;;1
2019-02-19;Tue;Ofenfrisch;Pizza Hawaii mit Kochschinken und Ananas;4,57;2,77;0
2019-02-19;Tue;Ofenfrisch;Pizza Falafel mit Paprika, roten Zwiebeln und Kirschtomaten, dazu einen scharfen Honig-Joghurt-Dip;4,57;2,77;1
2019-02-19;Tue;Tagessuppe;Gemüse-Käsesuppe;3,54;1,74;1
2019-02-19;Tue;Tagessuppe;Mediterrane Hachfleischsuppe;3,54;1,74;0
2019-02-20;Wed;Angebote;Gebratene Hähnchenbruststreifen auf buntem WOK-Gemüse, dazu gebratene Mie Nudeln oder Basmatireis;;;0
2019-02-20;Wed;Angebote;Schweinegeschnetzeltes mit Champignons in Dijon-Senfrahm, dazu Romanesco und Kartoffelwaffeln;4,54;2,74;0
2019-02-20;Wed;Angebote;Hausgemachte Tofufrikadelle mit scharfer Letschosoße, dazu Petersilienkartoffeln und Salat;4,05;2,25;2
2019-02-20;Wed;Angebote;Edamer Käseschnitzel mit Tatarensoße, gebackene Kartoffelecken und Gurken-Bohnensalat;;;1
2019-02-20;Wed;Pasta;Bolognese;;;0
2019-02-20;Wed;Pasta;Kichererbsen-Bolognese;;;2
2019-02-20;Wed;Pasta;Hausgemachte Pasta mit Spinat-Bärlauchpesto;;;1
2019-02-20;Wed;Ofenfrisch;Pizza Hawaii mit Kochschinken und Ananas;4,57;2,77;0
2019-02-20;Wed;Ofenfrisch;Pizza Falafel mit Paprika, roten Zwiebeln und Kirschtomaten, dazu einen scharfen Honig-Joghurt-Dip;4,57;2,77;1
2019-02-20;Wed;Tagessuppe;Blumenkohlcremesuppe;3,54;1,74;1
2019-02-20;Wed;Tagessuppe;Kartoffelrahmsuppe;3,54;1,74;0
2019-02-21;Thu;Angebote;Barbecue Schnitzel mit Paprika und Käse überbacken, dazu Kartoffelecken und Maissalat;;;0
2019-02-21;Thu;Angebote;Schweineschnitzel mit Pommes frites und Zitronenecke;4,05;2,25;0
2019-02-21;Thu;Angebote;Möhrenköfte mit Aprikosen, dazu Hummus und Tomatenreis;4,79;2,99;2
2019-02-21;Thu;Angebote;Kartoffelpizza mit mariniertem Gemüse und Hirtenkäse;4,05;2,25;1
2019-02-21;Thu;Pasta;Pusztasoße;;;0
2019-02-21;Thu;Pasta;Linsencurry;;;2
2019-02-21;Thu;Pasta;Hausgemachte Pasta mit Spinat-Bärlauchpesto;;;1
2019-02-21;Thu;Ofenfrisch;Pizza Hawaii mit Kochschinken und Ananas;4,57;2,77;0
2019-02-21;Thu;Ofenfrisch;Pizza Falafel mit Paprika, Zwiebeln und Kirschtomaten, dazu einen scharfen Honig-Joghurt-Dip;4,57;2,77;1
2019-02-21;Thu;Tagessuppe;Cremesuppe von gegrillter Paprika;3,54;1,74;1
2019-02-21;Thu;Tagessuppe;Kichererbsensuppe;3,54;1,74;2
2019-02-22;Fri;Angebote;Pulled Turkey Burger mit Guacamole, Mango-Kürbis Chutney und Steakhouse Pommes frites;5,35;3,55;0
2019-02-22;Fri;Angebote;Brathering mit Apfel-Zwiebelsud, dazu Schwenkkartoffeln und Salat;5,13;3,33;0
2019-02-22;Fri;Angebote;Gebratene Champignons und Austernpilze auf Pastasotto oder Tomatenrisotto dazu Rucolapesto;4,05;2,25;2
2019-02-22;Fri;Angebote;Gebratene Schupfnudeln mit Honig und Mandeln, dazu heiße Kirschen;4,69;2,89;1
2019-02-22;Fri;Pasta;Hausgemachte Pasta mit Spinatpesto;;;1
2019-02-22;Fri;Pasta;Spanferkelgulasch;;;0
2019-02-22;Fri;Pasta;Tomatensoße mit Austernpilzen;;;2
2019-02-22;Fri;Ofenfrisch;Pastaauflauf mit Salami, Tomate, Olive, Kapern und Basilikum, gratiniert mit Gouda;3,95;2,15;0
2019-02-22;Fri;Ofenfrisch;Pizza  mit marinierter Paprika und Kochschinken;;;0
2019-02-22;Fri;Ofenfrisch;Pizza  mit marinierter Paprika und Falafel;;;2
2019-02-22;Fri;Tagessuppe;Linsencurry;3,54;1,74;2
2019-02-22;Fri;Tagessuppe;Geflügelcremesuppe;3,54;1,74;0
2019-02-25;Mon;Angebote;Frikadelle mit Tomatengnocchi, dazu marinierter Rucola;4,69;2,89;0
2019-02-25;Mon;Angebote;Kohlroulade in kräftiger Bratensoße, dazu Fingermöhren und Salzkartoffeln;;;0
2019-02-25;Mon;Angebote;Marokkanische Kichererbsenpfanne mit Curryreis und Rotkohlsalat;4,05;2,25;2
2019-02-25;Mon;Pasta;Linsenbolognese;;;2
2019-02-25;Mon;Pasta;Chili con carne;;;0
2019-02-25;Mon;Pasta;Hausgemachte Pasta mit Tomatenpesto;;;2
2019-02-25;Mon;Ofenfrisch;Pizza mit Hähnchenstreifen, Tomate und Mozzarella;4,57;2,77;0
2019-02-25;Mon;Tagessuppe;Selleriecremesuppe;3,54;1,74;1
2019-02-25;Mon;Tagessuppe;Zucchini-Lauchsuppe;;;2
2019-02-26;Tue;Angebote;Seelachsfilet in Eipanade auf grünem Erbsenpüree, dazu Salat;5,05;3,25;0
2019-02-26;Tue;Angebote;Rinderschmorbraten mit Apfelrotkohl, Hefeknödeln oder Petersilienkartoffeln;4,77;2,97;0
2019-02-26;Tue;Angebote;Ratatouille aus frischem Gemüse mit Sesam-Dip, dazu Kartoffelrösti;4,05;2,25;2
2019-02-26;Tue;Pasta;Schinken-Sahnesoße mit Erbsen;;;0
2019-02-26;Tue;Pasta;Tomatensoße mit Hirtenkäse;;;1
2019-02-26;Tue;Pasta;Hausgemachte Pasta mit Tomatenpesto;;;2
2019-02-26;Tue;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;;;1
2019-02-26;Tue;Ofenfrisch;Pizza mit Hähnchenstreifen, Tomate und Mozzarella;;;0
2019-02-26;Tue;Tagessuppe;Lauchsüppchen;3,54;1,74;2
2019-02-26;Tue;Tagessuppe;Sellerie-Apfelcremesuppe;3,54;1,74;1
2019-02-27;Wed;Angebote;Gebratener Fleischkäse mit süßem Senf, dazu Bayrischkraut und Kartoffelpüree;;;0
2019-02-27;Wed;Angebote;Kasslergeschnetzeltes mit Butterbohnen und Spätzle;4,59;2,79;0
2019-02-27;Wed;Angebote;Cremiger Blattspinat mit Rührei oder Blumenkohl-Knuspermedaillon (vegan), dazu Salzkartoffeln;4,05;2,25;1
2019-02-27;Wed;Pasta;Bolognese;;;0
2019-02-27;Wed;Pasta;Chili sin carne;;;2
2019-02-27;Wed;Pasta;Hausgemachte Pasta mit Tomatenpesto;;;2
2019-02-27;Wed;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;;;1
2019-02-27;Wed;Ofenfrisch;Pizza mit Hähnchenstreifen, Tomate und Mozzarella;4,57;2,77;0
2019-02-27;Wed;Tagessuppe;Grüne Erbsen-Schinkencremesuppe;3,54;1,74;0
2019-02-28;Thu;Angebote;Schweinesteak au four mit Erbsen und Pommes frites;;;0
2019-02-28;Thu;Angebote;Schweineschnitzel mit Pommes frites und Zitronenecke;4,05;2,25;0
2019-02-28;Thu;Angebote;Angebratene Maultaschen auf cremigen Champignons, dazu Rucolapesto und Salat;5,05;3,25;2
2019-02-28;Thu;Pasta;Mailänder Tomatensoße;;;0
2019-02-28;Thu;Pasta;Feurige Käsesoße;;;1
2019-02-28;Thu;Pasta;Hausgemachte Pasta mit Tomatenpesto;;;2
2019-02-28;Thu;Ofenfrisch;Pizza mit Blattspinat, Hirtenkäse und roten Zwiebeln;;;1
2019-02-28;Thu;Ofenfrisch;Pizza mit Hähnchenstreifen, Tomate und Mozzarella;;;0
2019-02-28;Thu;Tagessuppe;Curry-Gemüsesuppe;3,54;1,74;2
2019-03-01;Fri;Angebote;Zelt-Burger (Frikadelle mit krossem Bacon, roten Zwiebeln, Tomaten, Edamer und Salat), dazu Pommes Twister;;;0
2019-03-01;Fri;Angebote;Kartoffeln mit Kräuterquark, Leberwurst, Butter und Gewürzgurke (ohne Leberwurst vegetarisch);4,05;2,25;0
2019-03-01;Fri;Angebote;Veganer Kaiserschmarrn mit Apfelmus;4,14;2,34;2
2019-03-01;Fri;Pasta;Hausgemachte Pasta mit Tomatenpesto;;;2
2019-03-01;Fri;Pasta;Hähnchencurry;;;0
2019-03-01;Fri;Pasta;Schinken-Sahnesoße mit Erbsen und Spinat;;;0
2019-03-01;Fri;Ofenfrisch;Pastaauflauf mit Schinken, Bauchspeck und Gemüse in Tomatensoße, überbacken mit dreierlei Käse;3,95;2,15;0
2019-03-01;Fri;Tagessuppe;Hackfleischtopf;3,54;1,74;0
2019-03-04;Mon;Angebote;Hähnchenbrust mit Tomate und Käse gratiniert, auf Blattspinat, dazu Herzoginkartoffeln;4,94;3,14;0
2019-03-04;Mon;Angebote;Krautnudeln mit Hackfleisch, dazu geriebener Gouda;4,05;2,25;0
2019-03-04;Mon;Angebote;Kürbisrisotto mit Lauchzwiebeln, gebackene Frühlingsrollen und Bärlauchpesto, dazu Salat;4,79;2,99;2
2019-03-04;Mon;Angebote;An unserer Aktionstheke Hausgemachte Pasta mit wahlweise griechischer Hackfleischsoße oder Paprika-Champignonragout, dazu italienischer Hartkäse;4,05;2,25;0
2019-03-04;Mon;Ofenfrisch;Pizza mit Rinderhack, Bauchspeck, Würstchen und BBQ-Soße;4,57;2,77;0
2019-03-04;Mon;Ofenfrisch;Pizza Quattro formaggi mit Gorgonzola, Gouda, Hirtenkäse und Mozzarella;4,57;2,77;0
2019-03-04;Mon;Tagessuppe;Hähnchen-Kokos Curry;3,54;1,74;0
2019-03-05;Tue;Angebote;Seelachs in Eihülle mit Bratkartoffeln und Remouladensoße, dazu Möhrensalat;;;0
2019-03-05;Tue;Angebote;Frikadelle mit buntem Gemüse und Kartoffelpüree;4,05;2,25;0
2019-03-05;Tue;Angebote;Imam Bayildi (Aubergine mit Reis, Zwiebel und Tomate gefüllt), dazu fruchtige Tomatensoße;5,35;3,55;2
2019-03-05;Tue;Angebote;An unserer Aktionstheke Hausgemachte Pasta mit wahlweise Bauchspeck und Kirschtomaten oder Tomatensoße mit veganem Ricotta , dazu italienischer Hartkäse;4,05;2,25;0
2019-03-05;Tue;Ofenfrisch;Pizza mit Rinderhack, Bauchspeck, Würstchen und BBQ-Soße;;;0
2019-03-05;Tue;Ofenfrisch;Pizza Quattro formaggi mit Gorgonzola, Gouda, Hirtenkäse und Mozzarella;;;0
2019-03-05;Tue;Tagessuppe;Spargelcremesuppe;3,54;1,74;1
2019-03-06;Wed;Angebote;An unserer Aktionstheke Hausgemachte Pasta mit wahlweise Bolognese oder Aglio e Olio, dazu italienischer Hartkäse;4,05;2,25;0
2019-03-06;Wed;Angebote;Feuerfleisch vom Rind mit Erbsen und Spätzle, oder Reis;4,67;2,87;0
2019-03-06;Wed;Angebote;Vegane Holzfällerpfanne mit Gnocchi, Sauerkraut und Kartoffeln, dazu Salat;4,05;2,25;2
2019-03-06;Wed;Angebote;Putenroulade mit grünem Spargel und Hirtenkäse gefüllt, dazu Pfeffer-Hollandaise, Kartoffelkroketten und Tomatensalat;4,95;3,15;0
2019-03-06;Wed;Ofenfrisch;Pizza mit Rinderhack, Bauchspeck, Würstchen und BBQ-Soße;4,57;2,77;0
2019-03-06;Wed;Ofenfrisch;Pizza Quattro formaggi mit Gorgonzola, Gouda, Hirtenkäse und Mozzarella;4,57;2,77;0
2019-03-06;Wed;Tagessuppe;"Sächsische Kartoffelsuppe,
gern mit extra Wiener Würstchen (2, 3, 8, 22, 23)";3,54;1,74;0
2019-03-07;Thu;Angebote;An unserer Aktionstheke Hausgemachte Pasta mit wahlweise Jagdwurst und Schmorrkraut oder Walnusspesto, dazu italienischer Hartkäse;4,05;2,25;0
2019-03-07;Thu;Angebote;Schweineschnitzel mit Pommes frites und Zitronenecke;4,05;2,25;0
2019-03-07;Thu;Angebote;Austernpilzschnitzelchen mit Tomaten-Dip, dazu Schwenkkartoffeln und Rettich-Möhren Salat;5,16;3,36;2
2019-03-07;Thu;Angebote;Schweineschnitzel in Kräuter-Hartkäsepanade mit Tomatensalsa und Pommes frites, dazu Salat;;;0
2019-03-07;Thu;Ofenfrisch;Pizza mit Rinderhack, Bauchspeck, Würstchen und BBQ-Soße;4,57;2,77;0
2019-03-07;Thu;Ofenfrisch;Pizza Quattro formaggi mit Gorgonzola, Gouda, Hirtenkäse und Mozzarella;4,57;2,77;0
2019-03-07;Thu;Tagessuppe;Kesselgulasch;3,54;1,74;0
2019-03-08;Fri;Angebote;An unserer Aktionstheke Hausgemachte Pasta wahlweise mit Bauchspeck und Spinat oder alla greco (Paprika, rote Zwiebeln, Kapern, Oliven) , dazu Schafskäse;4,05;2,25;0
2019-03-08;Fri;Angebote;Lammcurry mit Erdnussreis oder Spätzle und Salat;;;0
2019-03-08;Fri;Angebote;Aubergine mit Reis und Tomate gefüllt und gratiniert mit veganem Tsatsiki und Krautsalat;4,14;2,34;2
2019-03-08;Fri;Angebote;Angus-Burger mit roten Zwiebeln, Tomate und Gurken, dazu Kartoffelecken;6,79;4,99;0
2019-03-08;Fri;Ofenfrisch;Aubergine mit Reis und Tomate gefüllt und gratiniert, auf Hackfleisch-Tomatensoße;4,14;2,34;0
2019-03-08;Fri;Ofenfrisch;Aubergine mit Reis und Tomate gefüllt und gratiniert, auf Kräuterhollandaise;4,14;2,34;1
2019-03-08;Fri;Tagessuppe;Rindfleisch-Gemüsetopf;3,54;1,74;0
2019-03-11;Mon;An unserer Aktionstheke;Hausgemachte Pasta wahlweise mit Bauchspeck, Kirschtomaten und Rucola, oder Puttanesca (Olive, Tomate, Kapern und Balsamico), dazu geraspelter Mozzarella;4,05;2,25;0
2019-03-11;Mon;Angebote;Piccata von der Hähnchenbrust mit scharfer Tomatensoße und Limetten-Tagliatelle, dazu Salat;4,9;3,1;0
2019-03-11;Mon;Angebote;Falafelbällchen mit Chili-Dip und Gemüse-Couscous, dazu Salat;4,05;2,25;2
2019-03-11;Mon;Ofenfrisch;Pizza Buscetta mit Rucola, Tomaten und italienischem Hartkäse;;;0
2019-03-11;Mon;Ofenfrisch;Pizza mit Pulled Turkey und Barbecue-Soße;;;0
2019-03-11;Mon;Tagessuppe;Kartoffel-Broccoli Käsesuppe;3,54;1,74;1
2019-03-13;Wed;An unserer Aktionstheke;Hausgemachte Pasta mit wahlweise Puttanesca (Olive, Tomate, Kapern und Balsamico), oder 9-Kräuterpesto, dazu italienischer Hartkäse;4,05;2,25;0
2019-03-13;Wed;Angebote;Hokifilet mit Meerrettichkruste auf Spinat-Risotto, dazu bunter Eisbergsalat;5,13;3,33;0
2019-03-13;Wed;Angebote;Tofufrikadelle mit Currysoße, Pommes frites und Salat;4,05;2,25;2
2019-03-13;Wed;Ofenfrisch;Pizza mit Pulled Turkey;;;0
2019-03-13;Wed;Ofenfrisch;Pizza Buscetta mit Rucola, Tomaten und italienischem Hartkäse;;;0
2019-03-13;Wed;Tagessuppe;Kartoffel-Pilzsuppe;3,54;1,74;1
2019-03-14;Thu;An unserer Aktionstheke;Hausgemachte Pasta mit wahlweise Schinken, Salami, Champignons und Paprika, oder Zucchini-Pilzpesto, dazu italienischer Hartkäse;4,05;2,25;0
2019-03-14;Thu;Angebote;Schweineschnitzel mit Kartoffelecken und Zitrone;4,05;2,25;0
2019-03-14;Thu;Angebote;Veggi-Kartoffel-Hackauflauf mit Pizzaschmelz gratiniert, dazu Salat;4,79;2,99;2
2019-03-14;Thu;Angebote;Schweinerückensteak mit deftiger Paprika-Wurstsoße und Erbsen, dazu Kartoffelkroketten;4,83;3,03;0
2019-03-14;Thu;Tagessuppe;Kürbiscremesuppe mit Ingwer und Chili;;;2
2019-03-14;Thu;Tagessuppe;Sellerie-Apfel Suppe;3,54;1,74;1
2019-03-15;Fri;Angebote;Crunchy Chicken Burger mit Ananas, Big-Mac Soße und Pommes frites;5,79;3,99;0
2019-03-15;Fri;Angebote;Gebackene Champignons auf Süßkartoffelpüree und Salat;;;2
2019-03-15;Fri;Angebote;Gebackene Austernpilze auf Kartoffelpüree und Salat;4,49;2,99;2
2019-03-15;Fri;Angebote;Topfenschmarrn mit Apfelmus;4,05;2,25;1
2019-03-15;Fri;Pasta;An unserer Aktionstheke: Hausgemachte Pasta mit Rindergeschnetzeltem in Gorgonzola-Pfeffersoße oder Soja- Bolognese, dazu italienischer Hartkäse;4,05;2,25;0
