date;weekday;category;name;employees;students;type
2019-02-07;Thu;Hausgemachte Pasta, heute;Maccheroni rigate mit Erdnusspesto und Mozzarella;4,1;2,3;1
2019-02-07;Thu;Pasta;Pusztasoße;;;0
2019-02-07;Thu;Pasta;Frischkäse-Kräutersoße;;;1
2019-02-07;Thu;Auflauf;Kartoffel-Bohnenauflauf;3,85;2,05;1
2019-02-07;Thu;Auflauf;Schinkennudeln mit Käsesoße gratiniert;3,85;2,05;0
2019-02-07;Thu;Terrine;Mexikanischer Chili-Käse-Maiseintopf mit Rindfleisch;3,54;1,74;0
2019-02-07;Thu;Terrine;Gemüsesuppe Asia;3,54;1,74;2
2019-02-08;Fri;Angebote;Steak mit Salami, Gurken, Senf, Käse und Schwarzbrot gratiniert, dazu Kartoffel-Gurkensalat;4,6;2,8;0
2019-02-08;Fri;Angebote;Rührei mit Spinat und Kartoffeln;4,0;2,2;1
2019-02-08;Fri;Pasta;Champignons in Rahmsoße;;;1
2019-02-08;Fri;Pasta;Tomatensoße mit Hirtenkäse;;;1
2019-02-08;Fri;Terrine;Gemüsesuppe Asia;3,54;1,74;2
2019-02-11;Mon;Angebote;Gebackene Hähnchenbrust mit Spinatfüllung  in Tomatensoße, dazu Erbsen-Maisgemüse und Reis;4,3;2,5;0
2019-02-11;Mon;Angebote;Zwei Kohlrabi-Kräutermedaillons mit Paprikasoße und Kartoffel-Wirsingpüree;4,05;2,25;1
2019-02-11;Mon;Angebote;Pizza Hawaii mit Kochschinken und Ananas;;;0
2019-02-11;Mon;Angebote;Pizza Quattro formaggi mit Cheddar, Gouda, Hirtenkäse und Mozzarella;;;1
2019-02-11;Mon;Wok & Grill;Buntes Wokgemüse in Curry mit Mie Nudeln;4,3;2,5;2
2019-02-11;Mon;Hausgemachte Pasta, heute;Amori mit Basilikumpesto und Elbländer Chili-Käse;4,15;2,35;1
2019-02-11;Mon;Pasta;Pastasoße Funghi;;;1
2019-02-11;Mon;Pasta;Tomatensoße mit Salami;;;0
2019-02-11;Mon;Auflauf;Apfelcrumble mit Rosinen;3,85;2,05;2
2019-02-11;Mon;Terrine;Mais-Kartoffeltopf;3,54;1,74;2
2019-02-12;Tue;Angebote;Hackbraten mit Hirtenkäse, Bratensoße, buntem Gemüse und Kartoffeln;4,35;2,55;0
2019-02-12;Tue;Angebote;Hackbraten mit Hirtenkäse auf einer Gnocchipfanne mit Tomatensoße;4,35;2,55;0
2019-02-12;Tue;Angebote;Blätterteigtasche mit Champignons und Sauerrahm-Dip, dazu Hirtensalat;4,4;2,6;1
2019-02-12;Tue;Angebote;Pizza Hawaii mit Kochschinken und Ananas;;;0
2019-02-12;Tue;Wok & Grill;Rinderhüftsteak mit Kräuterbutter, Speckbohnen und Kartoffelbällchen;6,3;4,5;0
2019-02-12;Tue;Hausgemachte Pasta, heute;Fusilli mit Bauchspeck und Spinat, dazu italienischer Hartkäse Grana Padano;4,1;2,3;0
2019-02-12;Tue;Pasta;Pute orientalisch;;;0
2019-02-12;Tue;Pasta;Tomatensoße mit Austernpilzen;;;2
2019-02-12;Tue;Auflauf;Mediterraner Kartoffelauflauf mit Rindfleisch, Aubergine und Zucchini;3,85;2,05;0
2019-02-12;Tue;Auflauf;Apfelcrumble mit Rosinen;3,85;2,05;2
2019-02-12;Tue;Terrine;Mais-Kartoffeltopf;3,54;1,74;2
2019-02-12;Tue;Terrine;Lauch-Käse-Hackfleischtopf;3,54;1,74;0
2019-02-13;Wed;Angebote;Grillhaxe, groß mit Sauerkraut und Petersilienkartoffeln;6,3;4,5;0
2019-02-13;Wed;Angebote;Kleine Grillhaxe (ohne Schwarte) mit Sauerkraut und Petersilienkartoffeln;4,7;2,9;0
2019-02-13;Wed;Angebote;Pfannengemüse mit gebackenen Kartoffelplätzchen und Salat;4,4;2,6;2
2019-02-13;Wed;Angebote;Pizza Vulcano mit Salami, Paprika und Jalapenos;;;0
2019-02-13;Wed;Angebote;Pizza Fruity & Spicy mit Lauch, Kirschtomaten, Ananas und Chili;;;1
2019-02-13;Wed;Wok & Grill;Seelachsfilet mit Sesampanade auf Wokgemüse süßsauer, dazu eine Langkorn-Wildreismischung;4,8;3,0;0
2019-02-13;Wed;Hausgemachte Pasta, heute;Linguine mit 9-Kräuterpesto und Schafskäse;4,1;2,3;1
2019-02-13;Wed;Pasta;Rahmsoße mit Tomaten und Kräutern;;;1
2019-02-13;Wed;Auflauf;Mit Kräuterbrösel gratinierte Tomaten-Gemüse-Vollkornpasta;3,85;2,05;2
2019-02-13;Wed;Auflauf;Mediterraner Kartoffelauflauf mit Rindfleisch, Aubergine und Zucchini;3,85;2,05;0
2019-02-13;Wed;Auflauf;Apfelcrumble mit Rosinen;3,85;2,05;2
2019-02-13;Wed;Terrine;Mais-Kartoffeltopf;3,54;1,74;2
2019-02-13;Wed;Terrine;Lauch-Käse-Hackfleischtopf;3,54;1,74;0
2019-02-14;Thu;Angebote;Schnitzel, naturell gebraten mit Senfsoße und Gemüse-Bratkartoffeln;4,45;2,65;0
2019-02-14;Thu;Angebote;Grüne Soße mit Schwenkkartoffeln und Rote-Bete-Birnensalat mit gerösteten Kürbiskernen;4,4;2,6;1
2019-02-14;Thu;Angebote;Pizza Vulcano mit Salami, Paprika und Jalapenos;;;0
2019-02-14;Thu;Angebote;Pizza Fruity & Spicy mit Lauch, Kirschtomaten, Ananas und Chili;;;1
2019-02-14;Thu;Hausgemachte Pasta, heute;Maccheroni mit Zucchini und Tomate, dazu geriebener Gouda;4,1;2,3;1
2019-02-14;Thu;Pasta;Wurstgulasch;;;0
2019-02-14;Thu;Pasta;Käsesoße Quattro formaggi;;;0
2019-02-14;Thu;Auflauf;Mediterraner Kartoffelauflauf mit Rindfleisch, Aubergine und Zucchini;3,85;2,05;0
2019-02-14;Thu;Auflauf;Apfelcrumble mit Rosinen;3,85;2,05;2
2019-02-14;Thu;Terrine;Mais-Kartoffeltopf;3,54;1,74;2
2019-02-14;Thu;Terrine;Lauch-Käse-Hackfleischtopf;3,54;1,74;0
2019-02-15;Fri;Angebote;Kohlroulade mit Hackfleischfüllung oder vegetarischer Füllung in Kraut-Bratensoße mit Petersilienkartoffeln;4,0;2,2;0
2019-02-15;Fri;Angebote;Heringshappen in Apfel-Dillsahne mit Kartoffeln und Bohnensalat;4,59;2,79;0
2019-02-15;Fri;Angebote;Zwei Eier in Senfsoße mit buntem Gemüse und Petersilienkartoffeln;3,95;2,15;1
2019-02-15;Fri;Wok & Grill;Rückensteak mit frittierten Zwiebeln, dazu eine Ofenkartoffel mit Kräuterquark-Dip;4,9;3,1;0
2019-02-15;Fri;Pasta;Tomatenrahmsoße;;;2
2019-02-15;Fri;Pasta;Gorgonzolasoße mit Walnuss;;;0
2019-02-15;Fri;Auflauf;Gratinierte Pasta in Käsesoße;3,85;2,05;0
2019-02-15;Fri;Auflauf;Gratinierte Sahnepasta mit Tomaten und Kräutern;3,85;2,05;1
2019-02-15;Fri;Terrine;Mediterraner Gemüseeintopf mit Süßkartoffeln, Aubergine, Zucchini, Karotten und Champignons;3,54;1,74;2
2019-02-18;Mon;Angebote;Hähnchenbrustfilet in Mandelpanade mit Geflügelsoße, buntem Gemüse und Petersilienkartoffeln;4,47;2,67;0
2019-02-18;Mon;Angebote;Grüner Gemüsemix mit Radieschensprossen und gerösteten Kürbiskernen auf Kartoffel-Bohnenpüree;4,2;2,4;2
2019-02-18;Mon;Angebote;Pizza mit Spinat, Mais und Hirtenkäse;;;1
2019-02-18;Mon;Wok & Grill;Schweinefleisch mit Bohnen und Pfirsich aus dem Wok, dazu Basmati Reis;4,6;2,8;0
2019-02-18;Mon;Pasta;Tomatensoße mit Schinken;;;0
2019-02-18;Mon;Pasta;Chili-Lauchsoße;;;1
2019-02-18;Mon;Auflauf;Ofenomelett mit Kartoffeln und Cheddarkäse;3,85;2,05;1
2019-02-18;Mon;Terrine;Thailändische Kartoffelsuppe;3,54;1,74;2
2019-02-19;Tue;Angebote;Gebratenes Kabeljaufilet mit Kohlrabi-Möhrengemüse und Kartoffelpüree;4,9;3,1;0
2019-02-19;Tue;Angebote;Paniertes Kabeljaufilet mit Kohlrabi-Möhrengemüse und Kartoffelpüree;4,9;3,1;0
2019-02-19;Tue;Angebote;Griechische Bratkartoffeln mit Gurken-Quark-Dip und Salat;4,4;2,6;1
2019-02-19;Tue;Angebote;Pizza mit Kochschinken;;;0
2019-02-19;Tue;Angebote;Pizza mit Spinat, Mais und Hirtenkäse;;;1
2019-02-19;Tue;Wok & Grill;Pikante Sesamnudeln mit Erdnuss-Pfannengemüse;4,3;2,5;2
2019-02-19;Tue;Hausgemachte Pasta, heute;Trecce mit Ragù napoletano, dazu italienischer Hartkäse Grana Padano;4,1;2,3;0
2019-02-19;Tue;Pasta;Pute in Pilzrahmsoße;;;0
2019-02-19;Tue;Pasta;Tomatensoße mit Wurzelgemüse;;;2
2019-02-19;Tue;Auflauf;Hähnchenfleischgratin mit Curry, Erdnüssen und Reis;3,85;2,05;0
2019-02-19;Tue;Auflauf;Ofenomelett mit Kartoffeln und Cheddarkäse;3,85;2,05;1
2019-02-19;Tue;Terrine;Thailändische Kartoffelsuppe;3,54;1,74;2
2019-02-19;Tue;Terrine;Brühnudeln mit Geflügelfleisch;3,54;1,74;0
2019-02-20;Wed;Angebote;Hacksteak vom Rind und Schwein mit scharfer Letschosoße, dazu Nudelsalat;4,2;2,4;0
2019-02-20;Wed;Angebote;Gebratener Kichererbsentofu an Dreierlei vom Gemüse;4,15;2,35;2
2019-02-20;Wed;Angebote;Pizza Missouri mit Schweinefleisch, Paprika und Hirtenkäse;;;0
2019-02-20;Wed;Angebote;Pizza Colorata mit Mais, Lauch und rotem Paprika;;;1
2019-02-20;Wed;Wok & Grill;Backfischstücke mit Zitronen-Kräutermayonnaise und Pommes frites;5,0;3,2;0
2019-02-20;Wed;Pasta;Spanische Hackfleischsoße;;;0
2019-02-20;Wed;Pasta;Rahmsoße mit Tomaten und Auberginen;;;2
2019-02-20;Wed;Auflauf;Hähnchenfleischgratin mit Curry, Erdnüssen und Reis;3,85;2,05;0
2019-02-20;Wed;Auflauf;Ofenomelett mit Kartoffeln und Cheddarkäse;3,85;2,05;1
2019-02-20;Wed;Terrine;Thailändische Kartoffelsuppe;3,54;1,74;2
2019-02-20;Wed;Terrine;Brühnudeln mit Geflügelfleisch;3,54;1,74;0
2019-02-21;Thu;Angebote;Hausgemachte Rindsroulade mit Gurken-Zwiebelfüllung, dazu Apfelrotkohl und Kartoffelklöße;5,3;3,5;0
2019-02-21;Thu;Angebote;Bratling aus Broccoli, Haselnüssen und Sonnenblumenkernen in Mandelpanade mit Paprikacreme und Pastasotto;4,3;2,5;2
2019-02-21;Thu;Angebote;Pizza Colorata mit Mais, Lauch und rotem Paprika;;;1
2019-02-21;Thu;Angebote;Pizza mit Peperonisalami;;;0
2019-02-21;Thu;Wok & Grill;Frühlingsrollen auf asiatischem Gemüse aus dem Wok, dazu Basmati Reis;5,3;3,5;2
2019-02-21;Thu;Hausgemachte Pasta, heute;Maccheroni rigate mit Bauchspeck und Thymian, dazu italienischer Hartkäse;4,1;2,3;0
2019-02-21;Thu;Pasta;Mailänder Nudelsoße;;;0
2019-02-21;Thu;Pasta;Pastasoße mit Champignons und getrockneten Tomaten;;;1
2019-02-21;Thu;Auflauf;Gratinierte Pasta in Putenfleisch-Pilzsoße;3,85;2,05;0
2019-02-21;Thu;Auflauf;Ofenomelett mit Kartoffeln und Cheddarkäse;3,85;2,05;1
2019-02-21;Thu;Terrine;Thailändische Kartoffelsuppe;3,54;1,74;2
2019-02-21;Thu;Terrine;Brühnudeln mit Geflügelfleisch;3,54;1,74;0
2019-02-22;Fri;Angebote;Milchgrieß mit Erdbeerkompott und Zucker-Zimtmischung;3,65;1,85;1
2019-02-22;Fri;Angebote;Hähnchenkeule an mediterranem Pfannengemüse, dazu Schwenkkartoffeln;4,75;2,95;0
2019-02-22;Fri;Angebote;Gebratenes Schwarzwurzelgemüse mit Petersiliensoße an einem Reis-Linsenmix, dazu Salat;3,8;2,0;1
2019-02-22;Fri;Pasta;Chili sin carne;;;2
2019-02-22;Fri;Pasta;Sahnesoße mit Wurzelgemüse und Lachs;;;0
2019-02-25;Mon;Angebote;Rindergeschnetzeltes mit Senf und Bohnen, dazu Möhren und Spätzle oder Reis;4,6;2,8;0
2019-02-25;Mon;Angebote;Drei Kartoffel-Frischkäsetaschen mit buntem Gemüse;4,6;2,8;1
2019-02-25;Mon;Angebote;Pizza mit Hähnchenfleisch, Blattspinat und Creme fraiche;;;0
2019-02-25;Mon;Angebote;Pizza Caprese mit Tomaten, Basilikum und Mozzarella;;;1
2019-02-25;Mon;Wok & Grill;Hirtenkäse-Grillgemüseburger;4,8;3,0;1
2019-02-25;Mon;Hausgemachte Pasta, heute;Amori mit Rucolapesto und Mozzarella;4,1;2,3;1
2019-02-25;Mon;Pasta;Tomatensoße mit Jagdwurst;;;0
2019-02-25;Mon;Pasta;Käserahmsoße mit Blattspinat;;;0
2019-02-25;Mon;Auflauf;Gratinierte Gemüse-Gnocchi;3,85;2,05;1
2019-02-25;Mon;Auflauf;Rakottkrumpli-Kartoffelauflauf ungarisch;3,85;2,05;0
2019-02-25;Mon;Terrine;Gulaschsuppe mit Kartoffeln, Karotten, Erbsen und Paprika;3,54;1,74;0
2019-02-25;Mon;Terrine;Karottensuppe mit Ingwer und Basilikum;3,54;1,74;2
2019-02-26;Tue;Angebote;Frittierte Teigtaschen mit Curry-Gemüsefüllung auf Gemüserisotto;4,3;2,5;2
2019-02-26;Tue;Angebote;Pizza mit Hähnchenfleisch, Blattspinat und Creme fraiche;;;0
2019-02-26;Tue;Angebote;Pizza Caprese mit Tomaten, Basilikum und Mozzarella;;;1
2019-02-26;Tue;Wok & Grill;Gyros mit Tsatsiki, Krautsalat und Fladenbrot;4,85;3,05;0
2019-02-26;Tue;Hausgemachte Pasta, heute;Fussili mit Walnusspesto und Mozzarella;4,1;2,3;1
2019-02-26;Tue;Pasta;Pute asiatisch;;;0
2019-02-26;Tue;Pasta;Basilikumsoße;;;1
2019-02-26;Tue;Auflauf;Gratinierte Gemüse-Gnocchi;3,85;2,05;1
2019-02-26;Tue;Auflauf;Rakottkrumpli-Kartoffelauflauf ungarisch;3,85;2,05;0
2019-02-26;Tue;Terrine;Gulaschsuppe mit Kartoffeln, Karotten, Erbsen und Paprika;3,54;1,74;0
2019-02-26;Tue;Terrine;Karottensuppe mit Ingwer und Basilikum;3,54;1,74;2
2019-02-27;Wed;Angebote;Hähnchenbrust mit Ananas und Gouda oder mit Tomate und Mozzarella gratiniert, dazu Broccoli, gebackene Kartoffelecken oder Kartoffelrösti-Sticks;4,6;2,8;0
2019-02-27;Wed;Angebote;Ein Erbsen-Quinoamedaillon und ein Rote-Bete-Taler mit Creme Fraiche, dazu mediterraner Gemüsereis und Chinakohlsalat;4,5;2,7;1
2019-02-27;Wed;Angebote;Pizza mit Kochschinken und Lauch;;;0
2019-02-27;Wed;Angebote;Pizza Soja-Gyros mit Zwiebeln, Paprika und Tsatsiki;;;1
2019-02-27;Wed;Pasta;Frischkäse-Walnusssoße;;;1
2019-02-27;Wed;Auflauf;Gratinierte Gemüse-Gnocchi;3,85;2,05;1
2019-02-27;Wed;Terrine;Gulaschsuppe mit Kartoffeln, Karotten, Erbsen und Paprika;3,54;1,74;0
2019-02-27;Wed;Terrine;Karottensuppe mit Ingwer und Basilikum;3,54;1,74;2
2019-02-28;Thu;Angebote;Polenta-Käseschnitte mit Tomaten-Avocadosalsa und mediterraner Nudelpfanne;;;1
2019-02-28;Thu;Angebote;Schweinslachsschnitzel in Kräuter-Parmesanpanade  mit Tomaten-Avocadosalsa und mediterraner Nudelpfanne;4,75;2,95;0
2019-02-28;Thu;Angebote;Champignonpfanne mit kleinen Kartoffelklößen und Salat;4,55;2,75;2
2019-02-28;Thu;Angebote;Pizza mit Kochschinken und Lauch;;;0
2019-02-28;Thu;Angebote;Pizza Soja-Gyros mit Zwiebeln, Paprika und Tsatsiki;;;1
2019-02-28;Thu;Wok & Grill;Schweinefleisch mit Melonenbällchen und buntem Gemüse fruchtig-scharf, dazu Mie Nudeln;4,6;2,8;0
2019-02-28;Thu;Hausgemachte Pasta, heute;Maccheroni mit Kressepesto und Mozzarella;4,1;2,3;1
2019-02-28;Thu;Pasta;Lammcurry;;;0
2019-02-28;Thu;Pasta;Pastasoße Vesuvianna mit Tomaten, Oliven und Kapern;;;2
2019-02-28;Thu;Auflauf;Gratinierte Gemüse-Gnocchi;3,85;2,05;1
2019-02-28;Thu;Auflauf;Rakottkrumpli-Kartoffelauflauf ungarisch;3,85;2,05;0
2019-02-28;Thu;Terrine;Gulaschsuppe mit Kartoffeln, Karotten, Erbsen und Paprika;;;0
2019-02-28;Thu;Terrine;Karottensuppe mit Ingwer und Basilikum;3,54;1,74;2
2019-03-01;Fri;Angebote;Hackfleischbällchen in Kapernsoße mit Möhrengemüse und Reis;3,95;2,15;0
2019-03-01;Fri;Angebote;Gekochtes Rindfleisch in Meerrettichsoße mit Rosenkohl und Petersilienkartoffeln;4,35;2,55;0
2019-03-01;Fri;Angebote;Rinderbraten mit Rosenkohl und Petersilienkartoffeln;4,35;2,55;0
2019-03-01;Fri;Angebote;Flammkuchen mit Schmand, Bauchspeck und Lauch;;;0
2019-03-01;Fri;Angebote;Flammkuchen mit Tomate und Mozzarella;4,6;2,8;1
2019-03-01;Fri;Wok & Grill;Kammsteak vom Schwein mit scharfer Letschosoße, dazu Bratkartoffeln oder Kartoffelbällchen und Weißkrautsalat;4,45;2,65;0
2019-03-01;Fri;Pasta;Zucchini-Tomatenragout;;;2
2019-03-01;Fri;Pasta;Sahnesoße mit Shrimps und Dill;;;0
2019-03-01;Fri;Auflauf;Gratinierte Gemüse-Gnocchi;;;1
2019-03-01;Fri;Auflauf;Rakottkrumpli-Kartoffelauflauf ungarisch;;;0
2019-03-01;Fri;Auflauf;Tofu-Ragout fin;;;2
2019-03-01;Fri;Auflauf;Gratinierte Vollkornpasta mit Tomaten, Oliven und Kapern;;;1
2019-03-01;Fri;Auflauf;Reis-Pilzgratin;;;1
2019-03-01;Fri;Terrine;Gemüsesuppe Asia;3,54;1,74;2
2019-03-04;Mon;Angebote;Putenschnitzel mit Geflügelsoße und Broccoli, dazu Petersilienkartoffeln;4,35;2,55;0
2019-03-04;Mon;Angebote;Gemüsefrikadelle mit Paprikacreme und Kartoffel-Linsenstampf;4,3;2,5;2
2019-03-04;Mon;Wok & Grill;Schweinefleisch Shanghai mit knackigem Wokgemüse, dazu Mie Nudeln;4,65;2,85;0
2019-03-04;Mon;Pasta;Tomatensoße mit Ricotta;;;1
2019-03-04;Mon;Pasta;Pastasoße Carbonara;;;0
2019-03-04;Mon;Auflauf;Ofenschlupfer mit Apfel und Quark;;;1
2019-03-04;Mon;Terrine;Süßkartoffelsuppe mit Karotten und Kürbiskernen;;;2
2019-03-05;Tue;Angebote;Hähnchenkeule mit Paprikasoße, dazu gebratene Spätzle mit Gemüsestreifen;;;0
2019-03-05;Tue;Angebote;Hausgemachtes Schweinsröllchen mit Sauerkrautfüllung in Paprikasoße, dazu gebratene Spätzle mit Gemüsestreifen;;;0
2019-03-05;Tue;Wok & Grill;Hähnchenbrustfilet mit Sweet-Chili-Dip und gebackener Currybanane, dazu Basmati Reis;;;0
2019-03-05;Tue;Hausgemachte Pasta, heute;Trecce mit Pfefferpesto und Schafskäse;4,1;2,3;1
2019-03-05;Tue;Pasta;Pute in fruchtiger Currysoße;;;0
2019-03-05;Tue;Pasta;Tomatensoße mit Paprika;;;2
2019-03-05;Tue;Auflauf;Gratinierte Pasta in Tomaten-Ricottasoße;;;1
2019-03-05;Tue;Auflauf;Ofenschlupfer mit Apfel und Quark;3,85;2,05;1
2019-03-05;Tue;Terrine;Süßkartoffelsuppe mit Karotten und Kürbiskernen;3,54;1,74;2
2019-03-06;Wed;Angebote;Gebratenes Hokifilet in Ei-Dillhülle auf Balsamicolinsen, dazu Kartoffel-Meerrettichpüree;5,0;3,2;0
2019-03-06;Wed;Angebote;Tibetische Pilzpfanne mit Glasnudeln und Ingwer, dazu Basmati Reis;4,1;2,3;2
2019-03-06;Wed;Angebote;Pizza mit verschiedenen Belägen;;;0
2019-03-06;Wed;Wok & Grill;Gefülltes Fladenbrot mit Gurke, getrockneten Tomaten, Zwiebeln, Paprika, Oliven, Hirtenkäse und Paprikacreme;5,0;3,2;1
2019-03-06;Wed;Hausgemachte Pasta, heute;Linguine Carbonara, dazu italienischer Hartkäse;4,1;2,3;0
2019-03-06;Wed;Pasta;Chili con carne;;;0
2019-03-06;Wed;Pasta;Rahmsoße mit Erbsen und Paprika;;;1
2019-03-06;Wed;Auflauf;Gratinierte Pasta in Tomaten-Paprikasoße;3,85;2,05;1
2019-03-06;Wed;Auflauf;Ofenschlupfer mit Apfel und Quark;3,85;2,05;1
2019-03-06;Wed;Terrine;Süßkartoffelsuppe mit Karotten und Kürbiskernen;3,54;1,74;2
2019-03-07;Thu;Angebote;Fleischkäseschnitzel mit süßem Senf, dazu Kartoffel-Gurkensalat;4,35;2,55;0
2019-03-07;Thu;Angebote;Gemüse-Couscous mit Tofu, Backpflaumen und gerösteten Sonnenblumenkernen mit Zitrone-Kräuter-Sojacreme;4,0;2,2;2
2019-03-07;Thu;Angebote;Pizza mit verschiedenen Belägen;;;0
2019-03-07;Thu;Wok & Grill;Rinderhüftsteak mit Tomaten-Grillbutter und Pommes frites, dazu Salat;6,1;4,3;0
2019-03-07;Thu;Hausgemachte Pasta, heute;Maccheroni mit Basilikum und Oliven, dazu Schafskäse;4,1;2,3;1
2019-03-07;Thu;Pasta;Gulaschsoße;;;0
2019-03-07;Thu;Pasta;Käsesoße;;;0
2019-03-07;Thu;Auflauf;Ofenschlupfer mit Apfel und Quark;3,85;2,05;1
2019-03-07;Thu;Auflauf;Gratinierte Sahnepasta mit Erbsen und Paprika;3,85;2,05;1
2019-03-07;Thu;Terrine;Süßkartoffelsuppe mit Karotten und Kürbiskernen;3,54;1,74;2
2019-03-08;Fri;Angebote;Rinderroulade mit kräftiger Jus, mediterranem Pfannengemüse und Rosmarinkartoffeln;;;0
2019-03-08;Fri;Angebote;Rinderbraten mit kräftiger Jus, mediterranem Pfannengemüse und Rosmarinkartoffeln;4,6;2,8;0
2019-03-08;Fri;Angebote;Spinat-Ofenomelett mit Joghurt, dazu Kichererbsensalat mit Gurke, Kirschtomate und Sonnenblumenkernen;4,1;2,3;1
2019-03-08;Fri;Wok & Grill;Hausgemachte schwarze Pasta mit Tomatenragout und gebratener Zucchini;4,1;2,3;0
2019-03-08;Fri;Pasta;Gemüsebolognese;;;2
2019-03-08;Fri;Pasta;Lauchrahmsoße mit Thunfisch;;;0
2019-03-08;Fri;Auflauf;Gratinierte Pasta in Käsesoße;;;0
2019-03-08;Fri;Auflauf;Gratinierte Pasta in Gulaschsoße;;;0
2019-03-08;Fri;Terrine;Süßkartoffelsuppe mit Karotten und Kürbiskernen;3,54;1,74;2
2019-03-11;Mon;Angebote;Hähnchenschnitzel Cordon bleu mit Tomatensoße, Erbsen und Kartoffelkroketten;4,3;2,5;0
2019-03-11;Mon;Angebote;Falafel mit Couscous, Tortilla-Chips, Joghurt-Dip und Salat;4,25;2,45;1
2019-03-11;Mon;Wok & Grill;Gegrillter Halloumi mit Ajvar-Dip, Pommes frites und Salat;5,3;3,5;1
2019-03-11;Mon;Hausgemachte Pasta, heute;Amori mit Tomaten und italienischem Hartkäse;;;0
2019-03-11;Mon;Pasta;Spinatrahmsoße;;;1
2019-03-11;Mon;Pasta;Pastasoße all'amatriciana mit Tomaten und Bauchspeck;;;0
2019-03-11;Mon;Auflauf;Blumenkohl-Spinat-Lasagne mit Hackfleisch;3,85;2,05;0
2019-03-11;Mon;Auflauf;Apfel-Birnencrumble mit Schokolade;;;2
2019-03-11;Mon;Terrine;Blumenkohlsuppe mit roten Linsen und Kresse;3,54;1,74;2
2019-03-12;Tue;Angebote;Ofen-Seelachs auf Blattspinat mit Bratkartoffeln;5,1;3,3;0
2019-03-12;Tue;Angebote;Kräuterquark mit Butter, Petersilienkartoffeln und Salat;3,5;1,7;1
2019-03-12;Tue;Angebote;Pizza mit Tomaten und Hirtenkäse;;;1
2019-03-12;Tue;Angebote;Pizza mit Lauch, Kirschtomaten, Ananas und Chili;;;1
2019-03-12;Tue;Wok & Grill;Hähnchenfleisch, Paprika, Champignons und Zuckerschoten mit feiner Limetten-Kokosnote an Basmati Reis;5,3;3,5;0
2019-03-12;Tue;Hausgemachte Pasta, heute;Fussilli mit Basilikum-Artischockenpesto und Mozzarella;4,1;2,3;1
