date;weekday;category;name;employees;students;type
2019-02-25;Mon;Angebote;Indisches Linsencurry mit Paprika und Broccoli, dazu gegrilltes Fladenbrot;4,6;2,8;2
2019-02-25;Mon;Angebote;Gratinierte Spätzle mit Gemüseragout;4,3;2,5;1
2019-02-26;Tue;Angebote;Szegediner Gulasch mit Sauerkraut an Petersilienkartoffeln;5,3;3,5;0
2019-02-26;Tue;Angebote;Gemüseschmarrn mit Kräuterquark an Salat;5,2;3,4;1
2019-02-27;Wed;Angebote;Hamburger mit 170g Rinderhacksteak, Tomate und Gurke;5,7;3,9;0
2019-02-27;Wed;Angebote;Hamburger mit Bratling von schwarzen Bohnen, Tomate und Gurke;5,1;3,3;2
2019-02-27;Wed;Angebote;Portion Pommes frites mit Ketchup/ Mayo;2,5;2,1;1
2019-02-27;Wed;Angebote;Kartoffelauflauf mit Sauerkraut und Schweinefleisch;4,6;2,8;0
2019-02-28;Thu;Angebote;Currywurst mit pikanter Soße an Couscoussalat;5,45;3,65;0
2019-02-28;Thu;Angebote;Pakoras von Zucchini und Möhre an Couscoussalat;4,7;2,9;2
2019-03-01;Fri;Angebote;Sauerbraten vom Rind an Rotkohl und hausgemachten Kartoffelklößen;6,0;4,2;0
2019-03-01;Fri;Angebote;Tofu nach Sauerbraten Art an Rotkohl und hausgemachten Kartoffelklößen;5,0;3,2;1
2019-03-04;Mon;Angebote;Penne mit Tomatensoße Bolognese, dazu geriebener Gouda;5,2;3,4;0
2019-03-04;Mon;Angebote;Penne mit Kürbiskern-Tomatenpesto;4,6;2,8;2
2019-03-05;Tue;Angebote;Kräuterhacksteak an Stampfkartoffeln und feinem Gurkensalat;;;0
2019-03-05;Tue;Angebote;Spitzkohl-Paprikaragout an Stampfkartoffeln und feinem Gurkensalat;5,2;3,4;2
2019-03-05;Tue;Angebote;Nudelauflauf mit Hackfleisch in Tomatensoße;4,6;2,8;0
2019-03-06;Wed;Angebote;Podemuser Kammsteak Rostbrätel Art mit gebackenen Kartoffelecken und gemischtem Salat;5,7;3,9;0
2019-03-06;Wed;Angebote;Champignons in Kräuterrahmsoße mit gebackenen Kartoffelecken und gemischtem Salat;5,5;3,7;2
2019-03-07;Thu;Angebote;Mediterranes Putengeschnetzeltes mit Gemüsen an Couscous und Eichblatt-Rucolasalat;5,5;3,7;0
2019-03-07;Thu;Angebote;Süßkartoffelcurry mit Paprika an Couscous und Eichblatt-Rucolasalat;4,7;2,9;2
2019-03-08;Fri;Angebote;Bratwurstgyros an Reis mit Möhre und Porree;5,7;3,9;0
2019-03-08;Fri;Angebote;Chili sin carne an Reis mit Möhre und Porree;5,1;3,3;2
2019-03-08;Fri;Angebote;Frittierte Reisbällchen mit Erdbeer gefüllt auf Vanillesauce;5,05;3,25;1
2019-03-11;Mon;Angebote;Rindfleischpfanne mit Gemüsen und Mais an Couscous;5,05;3,25;0
2019-03-11;Mon;Angebote;Spätzle-Spinatpfanne mit Cocktailtomaten und Röstzwiebeln;;;2
2019-03-11;Mon;Angebote;Strudel mit Tomate und Käse gefüllt an Salat;4,6;2,8;2
2019-03-11;Mon;Angebote;Reisauflauf mit Tofu und Gemüsen;4,6;2,8;1
2019-03-12;Tue;Angebote;Gebackenes Jägerschnitzel an Hörnchennudeln mit Tomatensoße und geriebenem Gouda;6,3;4,5;0
2019-03-12;Tue;Angebote;Kräuterkartoffelpuffer an Spitzkohl-Champignonragout und Feldsalat;;;2
2019-03-13;Wed;Angebote;Buntes Putenragout mit Kokosmilch an Lauchreis;5,65;3,85;0
2019-03-13;Wed;Angebote;Lasagne mit Süßkartoffeln und Lauch an mariniertem Eichblatt-Rucolasalat;;;1
2019-03-13;Wed;Angebote;Nudelauflauf mit Champignons und Spitzkohl;4,6;2,8;2
2019-03-14;Thu;Angebote;Rinderbraten an feinem Bohnengemüse und Salzkartoffeln;6,05;4,25;0
2019-03-14;Thu;Angebote;Reisauflauf mit Pute und Gemüse;4,7;2,9;0
2019-03-15;Fri;Angebote;Kasslerbraten an Sauerkraut und Hefeknödel;;;0
2019-03-15;Fri;Angebote;Indisches Linsencurry mit gegrilltem Fladenbrot;;;2
2019-03-15;Fri;Angebote;Kaiserschmarrn mit Puderzucker und Apfelmus;5,4;3,6;1
2019-03-18;Mon;Angebote;Fussilli mit Rinderhack in Gorgonzolasoße und Rucola, dazu geriebener Gouda;5,7;3,9;0
2019-03-18;Mon;Angebote;Fussili mit vegetarischer Bolognese und geriebenem veganen Käse;5,2;3,4;2
2019-03-19;Tue;Angebote;Knackiges Wokgemüse mit Schweinefleisch an Reis;5,6;3,8;0
2019-03-19;Tue;Angebote;Gebackene Currybanane auf knackigem Wokgemüse und Reis;5,6;3,8;2
2019-03-20;Wed;Angebote;Hackbraten vom Schwein auf Tomatensoße mit Kohlrabigemüse und Stampfkartoffeln;6,0;4,2;0
2019-03-21;Thu;Angebote;Fleischspieß vom Schwein an Bratkartoffeln und Bohnensalat;5,8;4,0;0
2019-03-21;Thu;Angebote;Kichererbsencurry an Couscous und Möhrensalat mit Ananas;5,4;3,6;2
2019-03-22;Fri;Angebote;Kartoffelsuppe mit Bockwurst und eine Scheibe Mischbrot;4,9;3,1;0
2019-03-22;Fri;Angebote;Würzige Schwenkkartoffeln an Rote-Bete-Salat und veganem Soja-Kräuter-Dip;4,3;2,5;2
2019-03-22;Fri;Angebote;Reisauflauf mit Putenfleisch und Gemüse;4,3;2,5;0
2019-03-25;Mon;Angebote;Penne mit Tomatensoße Bolognese, dazu geriebener Gouda;4,7;2,9;0
2019-03-25;Mon;Angebote;Spinatstrudel mit herzhafter Joghurt-Quarkcreme an Salat;4,4;2,6;1
2019-03-26;Tue;Angebote;Rindsragout mit Pilzen an Bratkartoffeln;5,3;3,5;0
2019-03-26;Tue;Angebote;Hausgemachter Blumenkohl-Hirsebrätling an Bratkartoffeln und Kräuter-Sojacreme;5,0;3,2;2
2019-03-26;Tue;Angebote;Nudelauflauf mit Spitzkohl und Paprika;;;2
2019-03-27;Wed;Angebote;Hamburger mit gratiniertem Schweinefleisch;5,7;3,9;0
2019-03-27;Wed;Angebote;Hamburger mit Bohnenbratling;5,1;3,3;2
2019-03-27;Wed;Angebote;Pommes frites mit Portion Ketchup/ Mayo;2,5;2,1;1
2019-03-27;Wed;Angebote;Reisauflauf mit Rindfleisch und Schweinefleisch in Tomatensoße;4,7;2,9;0
2019-03-28;Thu;Angebote;Reispfanne mit Schweinefleisch und Gemüse dazu herzhafter Joghurt-Quarkcreme;5,1;3,3;0
2019-03-28;Thu;Angebote;Spinatstrudel mit Blattsalat und Möhren an Joghurtdressing;4,3;2,5;1
2019-03-29;Fri;Angebote;Schweineschnitzel vom Kamm mit Zitrone an mediterranem Nudelsalat;5,2;3,4;0
2019-03-29;Fri;Angebote;Polenta mit Paprika und Tomate gratiniert an mediterranem Nudelsalat;4,6;2,8;2
2019-03-29;Fri;Angebote;Reisauflauf mit Schweinefleisch und Gemüse;4,7;2,9;0
2019-04-01;Mon;Angebote;Geflügelfrikassee mit Erbsen und Möhren an Kräuterreis;4,85;3,05;0
2019-04-01;Mon;Angebote;Chili sin carne an Kräuterreis;4,4;2,6;2
2019-04-01;Mon;Angebote;Drei fangfrische Bio-Austern aus der Elbe;10,7;9,9;0
2019-04-02;Tue;Angebote;Feuerfleisch mit Gemüsen an Spätzle;;;0
2019-04-02;Tue;Angebote;Grillgemüse im Fladenbrot mit veganer Kräutercreme;5,3;3,5;2
2019-04-03;Wed;Angebote;Lasagne Bologneser Art;5,3;3,5;0
2019-04-03;Wed;Angebote;Bratling von roten Linsen an Kürbis-Currysoße und Couscous;4,7;2,9;2
2019-04-04;Thu;Angebote;Podemuser Kammsteak mit Salami und Gouda gratiniert, an Pommes frites und Erbsengemüse;6,6;4,8;0
2019-04-04;Thu;Angebote;Kichererbsenbratling an Pommes frites und Erbsengemüse;5,3;3,5;2
2019-04-05;Fri;Angebote;Rinderschmorbraten an Bohnengemüse mit Schwenkkartoffeln oder Kartoffelklößen;5,9;4,1;0
2019-04-05;Fri;Angebote;Gebratene Gnocchis an Tomatenratatouille;5,2;3,4;2
2019-04-08;Mon;Angebote;Chili con carne an Bulgur und Möhrensalat mit Ananas;5,75;3,95;0
2019-04-08;Mon;Angebote;Indisches Linsencurry an Bulgur und Möhrensalat mit Ananas;5,65;3,85;2
2019-04-09;Tue;Angebote;Knackiges Wokgemüse mit Schweinefleisch, dazu Reis mit Kräutern;5,75;3,95;0
2019-04-09;Tue;Angebote;Knackiges Wokgemüse in süß-saurer Soße, dazu mariniertes Tofuschnitzel mit Sesam und Reis mit Kräutern;5,7;3,9;2
2019-04-10;Wed;Angebote;Hamburger mit Rinderhacksteak, Salat, Tomate und Gewürzgurke;;;0
2019-04-10;Wed;Angebote;Veganer Polentaburger mit Salat, Tomate und Gewürzgurke;5,0;3,2;2
2019-04-10;Wed;Angebote;Portion Pommes frites mit Ketchup oder Mayo;2,5;2,1;1
2019-04-11;Thu;Angebote;Podemuser Bratwurst an feinem Kartoffelsalat und einer Portion Senf;5,9;4,1;0
2019-04-11;Thu;Angebote;Risotto mit Spargel, Kirschtomaten und Feldsalat;5,7;3,9;2
2019-04-11;Thu;Angebote;Gratinierter Auflauf mit Bulgur, Rindfleisch und Gemüsen;4,6;2,8;0
2019-04-12;Fri;Angebote;Schweinebraten aus dem Ofen mit deftigem Schmorkraut und Schwenkkartoffeln;5,4;3,6;0
2019-04-12;Fri;Angebote;Gebratene Scheiben von Rote Bete und Kürbis an Eichblattsalat, dazu Kräuter-Sojacreme;5,0;3,2;2
2019-04-15;Mon;Angebote;Putenragout mit Zucchini und Aubergine in Kokossoße an Couscous;5,7;3,9;0
2019-04-15;Mon;Angebote;Kichererbsencurry an Couscous und Bohnen-Paprikasalat;5,1;3,3;2
2019-04-16;Tue;Angebote;Mit Hackfleisch gefüllte Paprikaschote auf Tomatensoße und Kräuterreis;6,1;4,3;0
2019-04-16;Tue;Angebote;Gebackene Aubergine auf Tomatensoße und Kräuterreis;5,1;3,3;2
2019-04-17;Wed;Angebote;Rindsragout mit Karotten und Paprika auf Spätzle;5,4;3,6;0
2019-04-17;Wed;Angebote;Spätzle-Spinatpfanne mit Kirschtomate und Röstzwiebeln;4,75;2,95;2
2019-04-18;Thu;Angebote;Kasslerbraten an Sauerkraut und Petersilienkartoffeln;6,2;4,4;0
2019-04-18;Thu;Angebote;Älpler Makkaroni an Feldsalat mit Möhren;5,3;3,5;1
2019-04-18;Thu;Angebote;Frittierte Reisbällchen mit Erdbeere gefüllt auf Vanillesoße;4,7;2,9;1
2019-04-23;Tue;Angebote;Penne mit Tomatensoße Bolognese und geriebenem Gouda;4,85;3,05;0
2019-04-23;Tue;Angebote;Penne mit Kürbiskern-Tomatenpesto und geriebenem veganen Käse;4,4;2,6;2
2019-04-24;Wed;Angebote;Gebratene Podemuser Bratwurst an Kartoffel-Gurkensalat;;;0
2019-04-24;Wed;Angebote;Risotto mit Rote Bete, Apfel und Rucola;4,4;2,6;2
2019-04-24;Wed;Angebote;Nudelauflauf mit Bolognese;;;0
2019-04-25;Thu;Angebote;Hamburger mit Rinderhacksteak, Rucola und Italienischem Hartkäse;6,0;4,2;0
2019-04-25;Thu;Angebote;Hamburger mit Linsenbratling und veganem Käse;5,3;3,5;2
2019-04-25;Thu;Angebote;Pommes frites mit Portion Ketchup/ Mayo;2,5;2,1;1
2019-04-26;Fri;Angebote;Szegediner Gulasch mit Petersilienkartoffeln;5,4;3,6;0
2019-04-26;Fri;Angebote;Gemüseschmarrn mit Kräuterquark an Eichblatt-Rucolasalat;5,3;3,5;1
2019-04-29;Mon;Angebote;Geflügelragout mit Gemüsen in Rahmsoße an Kräuterreis;5,5;3,7;0
2019-04-29;Mon;Angebote;Tortelloni mit Spinat und Käse gefüllt, dazu Tomatensoße und geriebener Gouda;5,4;3,6;1
2019-04-30;Tue;Angebote;Kräuterhacksteak an Bohnen in Rahmsoße und Stampfkartoffeln;5,7;3,9;0
2019-04-30;Tue;Angebote;Hausgemachter Blumenkohl-Hirsenbrätling an Bohnen in Sahnesoße und Stampfkartoffeln;5,3;3,5;2
2019-05-02;Thu;Angebote;Podemuser Kammsteak Rostbrätel Art an gebackenen Kartoffelecken und Bohnensalat;6,1;4,3;0
2019-05-02;Thu;Angebote;Champignons in Rahmsoße an gebackenen Kartoffelecken und Bohnensalat;5,85;4,05;2
2019-05-03;Fri;Angebote;Tiegelwurst an Sauerkraut und Petersilienkartoffeln;5,5;3,7;0
2019-05-03;Fri;Angebote;Apfel-Linsenragout an Couscous und Salat;4,7;2,9;2
2019-05-03;Fri;Angebote;Apfel Crumble;4,4;2,6;2
2019-05-06;Mon;Angebote;Currywurst an pikanter Soße mit Möhren-Kohlrabigemüse und Couscous;5,75;3,95;0
2019-05-06;Mon;Angebote;Kichererbsenbratling an pikanter Soße mit Möhren-Kohlrabigemüse und Couscous;5,65;3,85;2
2019-05-07;Tue;Angebote;Gebackenes Jägerschnitzel an Fussilli mit Tomatensoße und geriebenem Gouda;5,9;4,1;0
2019-05-07;Tue;Angebote;Hausgemachtes Zucchinischnitzel an Fussilli mit Tomatensoße und geriebenem veganem Käse;5,75;3,95;1
2019-05-08;Wed;Angebote;Hamburger mit Rinderhacksteak und Mozzarella, Tomate und Gurke;5,85;4,05;0
2019-05-08;Wed;Angebote;Hamburger mit Bohnenbratling und veganem Käse, Tomate und Gurke;5,75;3,95;2
2019-05-09;Thu;Angebote;Mexikanisches Feuerfleisch mit Kidneybohnen und Mais an Kräuterreis;5,6;3,8;0
2019-05-09;Thu;Angebote;Panzanella - Brotsalat mit Gemüsen und Rote Bete-Dressing;4,6;2,8;2
2019-05-10;Fri;Angebote;Krautnudeln mit Salami und Weißkohl, dazu einen Kräuter-Dip;5,75;3,95;0
2019-05-10;Fri;Angebote;Vegane Krautnudeln mit Weißkohl und Kräuter-Dip;4,85;3,05;2
2019-05-10;Fri;Angebote;Milchgrieß mit Erdbeeren, dazu Zucker und Zimt;4,4;2,6;1
2019-05-20;Mon;Angebote;Curry-Putenfleischpfanne mit Ananas und Kokos an Kräuterreis;5,7;3,9;0
2019-05-20;Mon;Angebote;Marokkanische Gemüsepfanne mit Kicherbsen und Minze, dazu gegrilltes Fladenbrot;5,6;3,8;2
2019-05-21;Tue;Angebote;Rindergeschnetzeltes mit Rote Bete, Gewürzgurken und Pilzen an Spätzle und Salat;5,7;3,9;0
2019-05-21;Tue;Angebote;Champignon-Bohnenpfanne mit Spätzle und Salat;5,55;3,75;2
2019-05-22;Wed;Angebote;Hamburger mit Rinderhacksteak, Tomate, Zwiebel und Gewürzgurke;5,5;3,7;0
2019-05-22;Wed;Angebote;Hamburger mit Linsenbratling, Tomate, Zwiebel und Gewürzgurke;5,2;3,4;2
2019-05-22;Wed;Angebote;Portion Pommes frites mit Ketchup oder Mayonnaise;2,5;2,1;1
2019-05-23;Thu;Angebote;Hackbraten vom Schwein an Bratensoße, dazu Schmorkraut und Kartoffeln;5,3;3,5;0
2019-05-23;Thu;Angebote;Spinat mit Rührei und Kartoffeln;5,1;3,3;1
2019-05-23;Thu;Angebote;Gratinierte Spätzle mit Rindfleisch und Rote Bete;;;0
2019-05-24;Fri;Angebote;Schweineschnitzel vom Kamm mit Zitrone an mediterranem Nudelsalat;5,5;3,7;0
2019-05-24;Fri;Angebote;Panierter Mozzarella mit Zitrone an mediterranem Nudelsalat;5,45;3,65;1
2019-05-24;Fri;Angebote;Hausgemachte Quarkkäulchen mit Apfelmus;4,7;2,9;1
2019-05-27;Mon;Angebote;Fussilli mit Tomatensoße Bolognese, dazu geriebener Gouda;5,3;3,5;0
2019-05-27;Mon;Angebote;Fussilli mit Mangoldpesto;4,85;3,05;1
2019-05-28;Tue;Angebote;Schweinesteak in Zwiebel-Senf-Eihülle gebraten mit Erbsengemüse und gebackenen Kartoffelecken;6,2;4,4;0
2019-05-28;Tue;Angebote;Ofengemüse mit Pilzen, Paprika, Zucchini und Kartoffeln mit Feta;5,9;4,1;1
2019-05-28;Tue;Angebote;Gratinierte Pasta mit Hackfleischsoße;4,9;3,1;0
2019-05-29;Wed;Angebote;Rindergulasch an Couscous und Eichblatt-Rucolasalat;5,85;4,05;0
2019-05-29;Wed;Angebote;Süßkartoffelcurry an Couscous und Eichblatt-Rucolasalat;5,0;3,2;2
2019-05-29;Wed;Angebote;Gemüse mit Fetakäse gratiniert;4,8;3,0;0
2019-05-31;Fri;Angebote;Putengeschnetzeltes mit Gemüsen und Kokos an Kräuterreis;5,4;3,6;0
2019-05-31;Fri;Angebote;Tortellone mit Spinat und Käse gefüllt, dazu Tomatensoße und geriebener Gouda;;;1
2019-06-03;Mon;Angebote;Geflügelragout mit Gemüsen in Rahmsoße an Couscous und Salat;5,6;3,8;0
2019-06-03;Mon;Angebote;Indisches Linsencurry an Couscous und Salat;5,0;3,2;2
2019-06-04;Tue;Angebote;Fleischkäse an Bratkartoffeln und Weißkraut-Paprikasalat, dazu Senf;;;0
2019-06-04;Tue;Angebote;Bratkartoffeln mit Tomaten und Mozzarella, dazu Weißkraut-Paprikasalat;;;1
2019-06-04;Tue;Angebote;Linsenbratling an Joghurtdip mit Couscous und Salat;4,95;3,15;1
2019-06-05;Wed;Angebote;Hamburger mit Rinderhacksteak, krossem Schinken, Gurke und Tomate;;;0
2019-06-05;Wed;Angebote;Hamburger mit hausgemachtem Blumenkohl-Quinoa-Hirsenbrätling, Gurke und Tomate;5,5;3,7;2
2019-06-05;Wed;Angebote;Portion Pommes frites mit Ketchup oder Mayonnaise;2,5;2,1;1
2019-06-06;Thu;Angebote;Rindsragout mit Paprika, Mais und Kidneybohnen, dazu Spätzle;5,6;3,8;0
2019-06-06;Thu;Angebote;Spätzle-Spinatpfanne mit Kirschtomaten und Röstzwiebeln;;;2
2019-06-07;Fri;Angebote;Kartoffelsuppe mit Bockwurst und Mischbrot;5,0;3,2;0
2019-06-07;Fri;Angebote;Pilzschmarrn an Rote-Bete-Salat und herzhafter Jogurt-Quarkcreme;5,3;3,5;1
2019-06-07;Fri;Angebote;Apfel Crumble;4,4;2,6;2
2019-06-11;Tue;Angebote;Chili con carne mit Bulgur, dazu Möhrensalat mit Ananas;5,9;4,1;0
2019-06-11;Tue;Angebote;Indisches Hülsenfrüchtedal und gegrilltes Fladenbrot;5,0;3,2;2
2019-06-12;Wed;Angebote;Schweineschnitzel vom Kamm mit Zitrone und mediterranem Nudelsalat;5,7;3,9;0
2019-06-12;Wed;Angebote;Panierter Mozzarella mit Zitrone und mediterraner Nudelsalat;5,6;3,8;1
2019-06-12;Wed;Angebote;Auflauf mit Bulgur, Rindfleisch und Gemüsen;4,9;3,1;0
2019-06-13;Thu;Angebote;Tiegelwurst mit Sauerkraut und Salzkartoffeln;5,4;3,6;0
2019-06-13;Thu;Angebote;Shogok-Tibet. Kartoffelcurry mit Reis und Salat;4,75;2,95;2
2019-06-13;Thu;Angebote;Spätzleauflauf mit Rindfleisch und Gemüsen;;;0
2019-06-14;Fri;Angebote;Sauerbraten mit Rotkohl und Kartoffelklößen;;;0
2019-06-14;Fri;Angebote;Tofu nach Sauerbraten Art mit Rotkohl und Kartoffelklößen;5,5;3,7;2
2019-06-17;Mon;Angebote;Penne mit Tomatensoße Bolognese, dazu geriebener Gouda;4,9;3,1;0
2019-06-17;Mon;Angebote;Penne mit Kürbiskern-Tomatenpesto, dazu Veggi Filata;;;2
2019-06-18;Tue;Angebote;Sülze vom Vorwerk Podemus an Bratkartoffeln und Remoulade;5,4;3,6;0
2019-06-18;Tue;Angebote;Bulgur-Paprikabratling an Bratkartoffeln und Remoulade;5,0;3,2;1
2019-06-19;Wed;Angebote;Hamburger mit Rinderhacksteak, krossem Landschinken und Rucola;;;0
2019-06-19;Wed;Angebote;Hamburger mit Linsenbratling und Rucola;5,6;3,8;2
2019-06-19;Wed;Angebote;Portion Pommes frites mit Ketchup oder Mayonnaise;2,5;2,1;1
2019-06-20;Thu;Angebote;Gebratene Currywurst an pikanter Soße, dazu Erbsengemüse und Couscous;5,75;3,95;0
2019-06-20;Thu;Angebote;Risotto mit Rote Bete, Apfel und Rucola;4,6;2,8;2
2019-06-21;Fri;Angebote;Szegediner Gulasch mit Petersilienkartoffeln;;;0
2019-06-21;Fri;Angebote;Gebratene Gnocchis und Tomatenratatouille;5,9;4,1;2
2019-06-21;Fri;Angebote;Milchgrieß mit Erdbeeren, Zucker und Zimt;4,5;2,7;1
2019-06-24;Mon;Angebote;Hühnerfrikassee mit Erbsen und Möhren an Kräuterreis;5,3;3,5;0
2019-06-24;Mon;Angebote;Marokkanische Kichererbsen-Pfanne mit Paprika und Lauch an Kräuterreis;5,2;3,4;2
2019-06-25;Tue;Angebote;Gebackenes Jägerschnitzel an Hörnchennudeln mit Tomatensoße und geriebenem Gouda;6,0;4,2;0
2019-06-25;Tue;Angebote;Hausgemachte Zucchinischnitzel an Hörnchennudeln mit Tomatensoße und geriebenem Gouda;5,3;3,5;1
2019-06-26;Wed;Angebote;Podemuser Kammsteak mit Salami und Gouda gratiniert an Pommes frites und Erbsengemüse;6,75;4,95;0
2019-06-26;Wed;Angebote;Lasagne mit Süßkartoffeln und Lauch an Eichblatt-Rucolasalat;5,3;3,5;1
2019-06-27;Thu;Angebote;Kräuterhacksteak mit buntem Nudelsalat;6,0;4,2;0
2019-06-27;Thu;Angebote;Spitzkohl-Paprika-Champignonragout an Stampfkartoffeln;5,4;3,6;2
2019-06-28;Fri;Angebote;Rinderschmorbraten an Bohnengemüse und Petersilienkartoffeln;6,1;4,3;0
2019-06-28;Fri;Angebote;Indischer Linsentopf mit gegrilltem Fladenbrot;;;2
2019-06-28;Fri;Angebote;Milchreis mit Sauerkirschen, Zucker und Zimt;4,4;2,6;1
2019-07-01;Mon;Angebote;Fusslli mit Wurstgulasch und geriebenem Gouda;5,75;3,95;0
2019-07-01;Mon;Angebote;Fussilli mit Rucolapesto, Kirschtomaten und Veggi Filata;5,0;3,2;2
2019-07-02;Tue;Angebote;Podemuser Bratwurst an Bratkartoffeln und Bohnensalat;5,75;3,95;0
2019-07-02;Tue;Angebote;Polenta mit Paprika, Tomate und Mozzarella gratiniert, an Bratkartoffeln und Bohnensalat;5,65;3,85;1
2019-07-03;Wed;Angebote;Hamburger mit Rinderhacksteak, Tomate und Gewürzgurke;5,75;3,95;0
2019-07-03;Wed;Angebote;Hamburger mit Kichererbsenbratling, Tomate und Gewürzgurke;5,55;3,75;2
2019-07-03;Wed;Angebote;Portion Pommes frites mit Ketchup oder Mayonnaise;2,5;2,1;1
2019-07-04;Thu;Angebote;Kasslerbraten an Sauerkraut und Petersilienkartoffeln;6,25;4,45;0
2019-07-04;Thu;Angebote;Älpler Makkaroni an Spinat mit Möhrenstreifen;5,5;3,7;1
2019-07-05;Fri;Angebote;Rindergulasch an Couscous und Salat;5,85;4,05;0
2019-07-05;Fri;Angebote;Süßkartoffelcurry an Couscous und Salat;5,0;3,2;2
2019-07-05;Fri;Angebote;Kaiserschmarrn mit Puderzucker und Apfelmus;5,3;3,5;1
2019-07-08;Mon;Angebote;Currywurst mit pikanter Soße an Möhrengemüse und Couscous;5,6;3,8;0
2019-07-08;Mon;Angebote;Kichererbsenbratling an Currysoße mit Möhrengemüse und Couscous;5,4;3,6;2
2019-07-09;Tue;Angebote;Podemuser Kammsteak Rostbrätel Art an gebackenen Kartoffelecken und Bohnensalat;5,95;4,15;0
2019-07-09;Tue;Angebote;Champignons in Kräuterrahmsoße mit gebackenen Kartoffelecken und Bohnensalat;5,85;4,05;2
2019-07-10;Wed;Angebote;Lasagne Bologneser Art mit kleinem Salat;;;0
2019-07-10;Wed;Angebote;Grillgemüse im Fladenbrot mit veganem Kräuter-Dip;;;2
2019-07-10;Wed;Angebote;Spinatstrudel mit Salat und veganem Kräuterdip;5,4;3,6;2
2019-07-11;Thu;Angebote;Rindsragout mit Paprika und Mais an Couscous, dazu Blattsalate;5,9;4,1;0
2019-07-11;Thu;Angebote;Süßkartoffelcurry an Couscous, dazu Blattsalate;5,2;3,4;2
2019-07-12;Fri;Angebote;Bratwurstgyros an Kräuterreis und kleinem Salat;5,1;3,3;0
2019-07-12;Fri;Angebote;Linsen-Apfelcurry an Kräuterreis und kleinem Salat;4,85;3,05;2
2019-07-15;Mon;Angebote;Chili con carne an Kräuterreis und Brokkolisalat;5,7;3,9;0
2019-07-15;Mon;Angebote;Chili sin carne an Kräuterreis und Brokkolisalat;5,4;3,6;2
